pAMalpha1_p4	25	97.403	77	2	0	1	77	4395	4471	9.27e-32	132
pMG2200_48	25	88.104	1345	158	2	1	1344	6	1349	0.0	1596
pMG2200_75	37	99.054	423	4	0	1	423	9642	9220	0.0	760
pMG2200_76	37	100.000	567	0	0	1	567	9056	8490	0.0	1048
pMG2200_77	37	99.495	198	1	0	1	198	8473	8276	9.43e-101	361
pMG2200_78	37	100.000	537	0	0	1	537	8249	7713	0.0	992
pMG2200_79	37	99.717	1059	3	0	1	1059	6526	7584	0.0	1940
pMG2200_80	37	100.000	243	0	0	1	243	6259	6501	2.45e-127	449
pMG2200_81	37	99.588	243	1	0	1	243	6055	5813	1.14e-125	444
pMG2200_82	37	100.000	207	0	0	1	207	5727	5521	2.18e-107	383
pMG2200_84	45	100.000	621	0	0	1	621	651	1271	0.0	1147
pMG2200_86	45	98.958	288	3	0	1	288	1288	1575	2.85e-147	516
pMG2200_85	45	99.048	105	1	0	1	105	1569	1673	2.27e-49	189
pMG2200_89	45	94.595	111	6	0	1	111	1669	1779	2.45e-44	172
pMG2200_90	45	96.190	210	8	0	1	210	1862	2071	1.01e-95	344
pMG2200_91	45	97.030	303	9	0	1	303	2083	2385	1.40e-145	510
pMG2200_92	45	98.345	1329	22	0	1	1329	2814	4142	0.0	2333
pMG2200_93	45	98.006	351	7	0	1	351	4139	4489	1.57e-175	610
pMG2200_94	45	94.444	126	7	0	1	126	4446	4571	1.10e-50	195
pMG2200_108	25	94.755	3718	176	9	215	3927	24747	21044	0.0	5768
pMG2200_108	41	95.845	2238	82	3	1691	3927	5973	3746	0.0	3607
pMG2200_108	41	91.332	796	66	3	1	794	7637	6843	0.0	1085
pMG2200_109	41	97.812	320	7	0	1	320	3651	3332	2.44e-158	553
pMG2200_109	25	97.188	320	9	0	1	320	20949	20630	5.29e-155	542
pCF10_01	45	98.495	1329	20	0	1	1329	2814	4142	0.0	2344
pCF10_02	45	96.866	351	11	0	1	351	4139	4489	7.36e-169	588
pCF10_03	45	87.861	173	17	4	1	171	4446	4616	2.36e-52	200
pCF10_16	25	94.118	3927	187	29	2	3918	24936	21044	0.0	5932
pCF10_16	41	95.285	2227	105	0	1692	3918	5972	3746	0.0	3531
pCF10_16	41	92.857	798	50	7	1	794	7637	6843	0.0	1151
pCF10_17	41	96.919	357	8	1	1	357	3684	3331	4.48e-171	595
pCF10_17	25	96.919	357	8	1	1	357	20982	20629	4.48e-171	595
pCF10_18	25	99.883	858	1	0	1	858	20601	19744	0.0	1580
pCF10_19	25	99.000	900	9	0	1	900	19702	18803	0.0	1613
pCF10_20	25	99.770	435	1	0	1	435	18783	18349	0.0	798
pCF10_21	25	100.000	228	0	0	1	228	18302	18075	4.98e-119	422
pCF10_22	25	98.990	297	3	0	1	297	18061	17765	2.93e-152	532
pCF10_23	25	87.768	793	97	0	9	801	17742	16950	0.0	928
pCF10_24	25	98.305	354	6	0	1	354	16948	16595	7.33e-179	621
pCF10_25	25	99.240	2238	17	0	1	2238	16488	14251	0.0	4039
pCF10_26	25	98.586	2616	37	0	1	2616	14239	11624	0.0	4626
pCF10_27	25	99.203	627	5	0	1	627	11600	10974	0.0	1131
pCF10_28	25	99.593	246	1	0	1	246	10987	10742	2.48e-127	449
pCF10_29	25	99.672	609	2	0	1	609	10758	10150	0.0	1114
pCF10_30	25	100.000	486	0	0	1	486	9992	9507	0.0	898
