,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"29-,11-,26+,51+,22+,54+,1-,31-,41+,30-,56-",False,plasmid_0,51,649667,1.002936,0.007715,9,0.371496,False
plasmid_1,"43+,13-,27+,17+,27-,10+,27+,19-,27+,3-,55-,26+,51+,22+,32+,4+",False,plasmid_1,51,879971,1.002991,0.037944,79,0.377007,False
plasmid_2,"5+,46-,47-,55-,26+,51+,22+,54+,12-,2-,38+,37+,6+,25-,8+",False,plasmid_2,51,1132889,0.932624,0.024629,107,0.375544,False
plasmid_3,"24+,49+,23+,49+,33-,38+,37+,52+,21-,52-",True,plasmid_3,23,12583,0.73453,0.753954,109,0.34332,False
plasmid_4,"45+,9+",True,plasmid_4,9,68770,1.274825,0.842228,145,0.339974,True
plasmid_5,"52-,37-,39-,15+",True,plasmid_5,15,22485,1.090416,0.893573,77,0.360774,False
plasmid_6,"43-,43-,40+,44+,16+,39+,37+",False,plasmid_6,16,17787,0.363916,0.50059,26,0.296452,False
plasmid_7,26+,True,plasmid_7,26,1749,2.840028,0.895941,2,0.516867,False
plasmid_8,"22+,32+,7+",False,plasmid_8,22,159675,1.065561,0.029479,25,0.383116,False
plasmid_9,"22+,54+",True,plasmid_9,22,3359,1.423415,0.924085,4,0.493004,False
plasmid_10,32+,False,plasmid_10,32,610,0.653519,0.752459,6,0.514754,False
plasmid_11,"39+,37+",False,plasmid_11,39,704,0.608862,0.660511,16,0.370739,False
