,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"8-,53-,4-,51-,75-,43-,60+,62+,73-,65-,73-,25-",False,plasmid_0,62,381278,1.033401,0.016841,27,0.380623,False
plasmid_1,"16+,52-,9-,59-,30-,79+,43+,75+,51+,68-,17-",False,plasmid_1,75,236607,1.035126,0.026381,21,0.382567,False
plasmid_2,"59-,22+,79+,43+,75+,51+,68-,80+",False,plasmid_2,75,52866,1.016547,0.089736,7,0.38783,False
plasmid_3,"77-,55-,77+,56-,42+,54+,33+",True,plasmid_3,42,20311,0.444664,0.711043,62,0.325833,False
plasmid_4,"35+,57-,54+,14+,54+,13-,54-,3-",False,plasmid_4,35,376387,0.900282,0.036245,51,0.37526,False
plasmid_5,39+,True,plasmid_5,39,4777,0.429142,0.816621,19,0.338497,False
plasmid_6,"46+,44+,29+,49+,66+,63-,58-,47+,61+,70-,76-,28+",True,plasmid_6,28,56573,0.902776,0.788998,119,0.371555,False
plasmid_7,36+,True,plasmid_7,36,7622,0.491213,0.556416,16,0.316584,False
plasmid_8,34+,True,plasmid_8,34,9331,11.80827,0.745151,9,0.371664,True
plasmid_9,31+,True,plasmid_9,31,16424,0.576,0.564418,30,0.33378,False
plasmid_10,38+,True,plasmid_10,38,5129,14.645219,0.503997,6,0.369468,True
plasmid_11,"7-,60-,43+,83+,51+,68-",False,plasmid_11,51,129094,1.131028,0.041435,13,0.396153,False
plasmid_12,"79+,43+,83+,51+",True,plasmid_12,51,5139,2.07189,0.908932,6,0.500097,False
plasmid_13,60+,False,plasmid_13,60,610,0.841109,0.752459,6,0.514754,False
plasmid_14,"54-,45+,54-,21+,54+,23+",False,plasmid_14,54,99507,0.753842,0.035274,3,0.353322,False
plasmid_15,"69-,76-,56+",False,plasmid_15,56,1485,1.7448,0.525926,5,0.360943,False
plasmid_16,56+,False,plasmid_16,56,1097,0.481459,0.711942,5,0.350957,False
