,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"12-,51-,38+,54+,35+,55+,21+,50+",False,plasmid_0,54,136854,1.123789,0.034665,7,0.374633,False
plasmid_1,"15-,62-,40+,14-,41+,9-,53-,8-,38+,54+,35+,43+,46+,52-,49+,52-,33-,58-,41+,6+,60+,41-,29-,57-,41+,61+,17+",False,plasmid_1,54,627548,1.110279,0.015599,32,0.378535,False
plasmid_2,"51-,38+,54+,35+,43+,13+",False,plasmid_2,54,97423,1.386541,0.053406,13,0.400542,False
plasmid_3,49+,False,plasmid_3,49,360,0.429687,0.602778,3,0.508333,False
plasmid_4,19+,True,plasmid_4,19,56461,1.255632,0.855157,120,0.350933,True
plasmid_5,"27+,59+,41+,60-,28+,59+",True,plasmid_5,28,29109,1.079556,0.308667,17,0.381635,False
plasmid_6,"38+,64+,35+,55+,24+,42-,18-",False,plasmid_6,35,85334,1.028604,0.06082,14,0.384173,False
plasmid_7,"35+,43+",True,plasmid_7,35,3893,3.181991,0.896224,9,0.496789,False
plasmid_8,"35+,55+",False,plasmid_8,35,3363,0.360605,0.922985,4,0.493012,False
plasmid_9,38+,True,plasmid_9,38,1812,4.96305,0.86479,2,0.510486,False
plasmid_10,"26-,62-,40+,30-",False,plasmid_10,40,25366,0.586561,0.139439,7,0.313648,False
plasmid_11,"62-,40+",False,plasmid_11,40,1063,3.044846,0.903104,3,0.344309,False
plasmid_12,"42-,7+,41+,61+,11+",False,plasmid_12,41,237056,0.951633,0.002539,2,0.373473,False
plasmid_13,"25-,58-,41+,60-,22+",False,plasmid_13,41,42235,0.867706,0.014254,2,0.352362,False
plasmid_14,"37-,59+,41+",False,plasmid_14,41,3401,0.690515,0.177007,2,0.324904,False
plasmid_15,"23-,57-,41+",False,plasmid_15,41,20937,0.831465,0.028753,2,0.351579,False
plasmid_16,41+,False,plasmid_16,41,942,1.848193,0.639066,2,0.369427,False
