,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"13+,63+,45-,61+,49-,22+,53-",False,plasmid_0,61,130038,1.067362,0.036482,7,0.382534,False
plasmid_1,"4+,54+,45-,61+,49-",False,plasmid_1,61,142152,1.282088,0.036602,13,0.403294,False
plasmid_2,"7+,54+,45-,61+,49-",False,plasmid_2,61,126079,1.059718,0.050341,29,0.38602,False
plasmid_3,47+,True,plasmid_3,47,2761,0.540051,0.887722,43,0.322709,False
plasmid_4,33+,True,plasmid_4,33,10201,0.834329,0.871875,22,0.333399,False
plasmid_5,38+,True,plasmid_5,38,6573,0.566864,0.828389,37,0.327704,False
plasmid_6,32+,True,plasmid_6,32,12731,0.551199,0.817375,40,0.326212,False
plasmid_7,"24+,62-,39-,62+",True,plasmid_7,24,28869,0.963593,0.878451,133,0.359417,False
plasmid_8,21+,True,plasmid_8,21,35174,1.291664,0.879343,56,0.354921,False
plasmid_9,36+,True,plasmid_9,36,8389,0.445888,0.672309,16,0.313744,False
plasmid_10,48+,True,plasmid_10,48,2460,0.849248,0.74065,15,0.39878,True
plasmid_11,43+,True,plasmid_11,43,3984,0.440716,0.509789,2,0.315763,False
plasmid_12,"17-,51+,31+,51+,28-",False,plasmid_12,31,96629,0.997866,0.106811,19,0.373739,False
plasmid_13,49+,True,plasmid_13,49,1795,5.760493,0.872981,2,0.513649,False
plasmid_14,"45+,63-,23-",False,plasmid_14,45,35932,0.897343,0.100829,12,0.379606,False
plasmid_15,"45+,54-",True,plasmid_15,45,3889,2.982473,0.897146,9,0.4973,False
plasmid_16,45+,False,plasmid_16,45,3279,0.333377,0.924062,3,0.494053,False
plasmid_17,"44+,51+,29-,51-",False,plasmid_17,51,21331,0.443793,0.090807,4,0.332333,False
