,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"116-,168+,109-,200-,205+",False,plasmid_0,168,1338,6.815913,0.121824,2,0.480568,False
plasmid_1,"40-,107+,57+",False,plasmid_1,57,13207,0.392354,0.362535,13,0.309609,False
plasmid_2,"39-,143+,75+,143+,51-,48+,68+,73+",True,plasmid_2,75,26325,0.687151,0.548946,160,0.336676,False
plasmid_3,45+,False,plasmid_3,45,6912,0.39045,0.682292,14,0.310475,False
plasmid_4,55+,True,plasmid_4,55,4123,0.770379,0.754063,3,0.346592,False
plasmid_5,79+,False,plasmid_5,79,1196,0.744186,0.506689,2,0.352007,False
plasmid_6,"192+,120+,106+,26-",False,plasmid_6,106,29789,1.484344,0.021787,9,0.403874,False
plasmid_7,"120+,106+,6-",False,plasmid_7,106,108652,1.141893,0.016502,25,0.384715,False
plasmid_8,"231+,189+,130-,227-,213-,190-,180+,188+,192+,120+,106+",True,plasmid_8,106,1838,4.966035,0.31284,8,0.512514,False
plasmid_9,"173+,30-,139-",False,plasmid_9,173,25958,1.098916,0.002851,1,0.371099,False
plasmid_10,"173+,35-",False,plasmid_10,173,13755,0.550334,0.043112,9,0.349691,False
plasmid_11,173+,False,plasmid_11,173,80,1.627195,0.925,1,0.475,False
plasmid_12,"144+,152+,113+,140+,124+,157-,220-,160+,80+,165+,99+,46+,126+,142+,138-,52-,118+,70+,103-,56-,60+,86+,97+,159+,58+,71+",True,plasmid_12,46,34270,0.978278,0.379895,19,0.342399,False
plasmid_13,"46+,127+,142+,137-",False,plasmid_13,46,7829,0.388335,0.831907,9,0.347554,False
plasmid_14,"92+,230+,91+,38-,110+,223-,83-,119-,51+",True,plasmid_14,51,19429,1.267402,0.360183,33,0.411653,False
