,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"25+,63+,56+",False,plasmid_0,56,40215,1.145217,0.049161,3,0.383091,False
plasmid_1,"62-,63+,19+,71+,165+,146+,69+,39+,69-,204-,178+,191+,165-",False,plasmid_1,39,64110,1.081654,0.135689,30,0.377866,False
plasmid_2,109+,False,plasmid_2,109,96,2.817415,0.760417,1,0.583333,False
plasmid_3,"161-,82+,184+,132-,177-,66+,96+,169-,196-,192-,116+,151+,199+,104+,140-,74-,67+,23+,65-,83+,158+,99+,84+",False,plasmid_3,67,42607,1.29765,0.015232,9,0.402352,False
plasmid_4,"137+,74-,67+,5+",False,plasmid_4,67,121652,1.086419,0.014739,24,0.381514,False
plasmid_5,"132-,177-,66+,101-,145-,192-,116+,151+,92-,140-,74-,67+",False,plasmid_5,67,2015,5.633183,0.28536,8,0.520099,False
plasmid_6,"114+,6-,80+",False,plasmid_6,114,114404,0.975389,0.000647,1,0.375669,False
plasmid_7,"114+,17+,128-,181-,91-,182-",False,plasmid_7,114,46079,0.770874,0.012869,9,0.367239,False
plasmid_8,114+,False,plasmid_8,114,80,1.872915,0.925,1,0.475,False
plasmid_9,"52+,155-,71+,166+,152+,204+,69+",False,plasmid_9,71,6367,1.15637,0.273912,59,0.358725,False
plasmid_10,"71+,165+,152+,204+,69+",False,plasmid_10,71,1016,2.107865,0.382874,1,0.360236,False
