,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,50+,True,plasmid_0,50,8653,0.668627,0.939674,11,0.348319,False
plasmid_1,"83-,26-,66-,86+,62+,75-,38-",False,plasmid_1,86,72915,1.154233,0.087047,29,0.389577,False
plasmid_2,"14-,82-,66-,86+,62+,88+,28-,68-",False,plasmid_2,86,108937,1.019495,0.043548,7,0.381477,False
plasmid_3,52+,True,plasmid_3,52,7114,0.502414,0.829772,21,0.352685,False
plasmid_4,"84+,92-,32+,84+,49+,67-,47-,56+",True,plasmid_4,56,54707,0.76456,0.595189,100,0.369057,False
plasmid_5,34+,True,plasmid_5,34,26835,0.486763,0.857239,55,0.366126,False
plasmid_6,"58+,61-",True,plasmid_6,58,8205,0.875561,0.594759,52,0.359537,False
plasmid_7,46+,False,plasmid_7,46,10175,0.350441,0.688452,19,0.362064,False
plasmid_8,43+,True,plasmid_8,43,13284,0.659181,0.703478,19,0.383243,False
plasmid_9,57+,True,plasmid_9,57,4599,0.651768,0.708415,9,0.37095,False
plasmid_10,"10-,75+,62-,91-,66+",False,plasmid_10,66,99493,1.423418,0.053763,13,0.400872,False
plasmid_11,"21+,72+,40-,88-,62-,91-,66+",False,plasmid_11,66,73047,1.041665,0.07105,14,0.383767,False
plasmid_12,66+,True,plasmid_12,66,1763,6.105219,0.888826,2,0.515598,False
plasmid_13,"62+,75-",True,plasmid_13,62,3893,4.10723,0.896224,9,0.496532,False
plasmid_14,"62+,88+",False,plasmid_14,62,3363,0.35978,0.922985,4,0.492715,False
plasmid_15,"19+,47+,67+,24+",False,plasmid_15,67,103681,0.887443,0.012731,1,0.374447,False
plasmid_16,"39-,67+",False,plasmid_16,67,25873,1.011336,0.051018,1,0.373401,False
plasmid_17,"20-,67+",False,plasmid_17,67,49767,0.6686,0.026524,1,0.357948,False
plasmid_18,67+,False,plasmid_18,67,1678,2.098718,0.786651,1,0.38081,False
