,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,42+,False,plasmid_0,42,1241,0.779259,0.937147,4,0.380338,False
plasmid_1,"87+,116-,44-,84+,110-,39+,46-,68-,43+,80-,41-,105+,75-,93+,125+,67+,53+,51-,23+,91-,32+,91-,30-,59+,78+,106-,57-",True,plasmid_1,23,39569,1.130472,0.488564,47,0.359069,False
plasmid_2,"69-,43+,79-,41-,104+,75-,93+,125+,67+,52+,51-,28+",True,plasmid_2,28,11827,1.038324,0.454553,16,0.367126,False
plasmid_3,"129-,147-,82-,26+,59+,77+,106-,58+",True,plasmid_3,26,9137,0.913888,0.512641,16,0.356572,False
plasmid_4,"87+,117-,44-,85+,110-,35+",True,plasmid_4,35,3981,1.099107,0.314243,5,0.361216,False
plasmid_5,"37+,66-,146-,129+",True,plasmid_5,37,2389,0.438289,0.497279,4,0.305567,False
plasmid_6,"129-,146+,66+,45-,176+,27+,123-,103-",True,plasmid_6,27,8476,0.722746,0.678622,32,0.341907,False
plasmid_7,"82+,147+,129+",False,plasmid_7,82,418,1.529746,0.583732,1,0.382775,False
plasmid_8,"103+,122-,29+,60-,101-,122+",True,plasmid_8,29,6639,0.750754,0.618316,8,0.354571,False
plasmid_9,"128-,147-,66+,1+",False,plasmid_9,66,500109,1.000001,0.000678,3,0.374598,False
