,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"66-,39+,66+,55-,56+,35-,48-,24-,54-,43-,65+,46+,22-,49+",False,plasmid_0,65,81832,1.061041,0.233564,161,0.382638,False
plasmid_1,"49+,7-,68-,43-,65+,46+",False,plasmid_1,65,148595,1.012637,0.031926,7,0.37407,False
plasmid_2,"53-,4+,48-,15+,54-,43-,65+,46+",False,plasmid_2,65,316495,1.22624,0.02061,18,0.394227,False
plasmid_3,"21+,64+,25+",True,plasmid_3,21,68443,0.670906,0.838318,144,0.340619,False
plasmid_4,"6+,67+,55-,26+",False,plasmid_4,26,188760,0.968226,0.11192,78,0.373638,False
plasmid_5,34+,True,plasmid_5,34,10513,0.568278,0.665747,40,0.317892,False
plasmid_6,"29+,50-,32+,50-,17-,50+,31-,50-,30+",False,plasmid_6,32,133891,0.745486,0.09156,19,0.35918,False
plasmid_7,"40+,44-,12-",False,plasmid_7,40,110662,1.131814,0.158546,46,0.376335,False
plasmid_8,41+,True,plasmid_8,41,5129,4.315865,0.522714,6,0.369078,True
plasmid_9,46+,True,plasmid_9,46,1795,5.723283,0.872981,2,0.513649,False
plasmid_10,"43+,68+,20+",False,plasmid_10,43,48376,0.911785,0.074893,12,0.372499,False
plasmid_11,"43+,54+",True,plasmid_11,43,3889,3.381832,0.897146,9,0.496786,False
plasmid_12,"43+,68+",False,plasmid_12,43,3359,0.333786,0.924085,4,0.493004,False
plasmid_13,68+,False,plasmid_13,68,80,0.397022,0.925,1,0.475,False
plasmid_14,"62+,48+,9-",False,plasmid_14,48,130807,1.074819,0.010091,5,0.378703,False
plasmid_15,48+,True,plasmid_15,48,1681,0.725078,0.785247,5,0.393813,False
plasmid_16,"42-,59-,1+,44+,5-",False,plasmid_16,44,468430,0.984886,0.006848,4,0.373902,False
plasmid_17,55+,False,plasmid_17,55,373,0.471585,0.506702,1,0.367292,False
