,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"12-,53+,79+,70+,63-,73-,75+",False,plasmid_0,70,89037,1.009991,0.018419,3,0.37791,False
plasmid_1,"53+,79+,70+,63-,73-,75+",True,plasmid_1,70,2533,7.883001,0.647454,3,0.49546,False
plasmid_2,"54+,55+,69-,50+,61+,31+,46+",True,plasmid_2,55,30287,0.88025,0.853832,149,0.358273,False
plasmid_3,"60+,36+",True,plasmid_3,36,10667,0.596579,0.763945,28,0.342739,True
plasmid_4,33+,False,plasmid_4,33,15790,0.364386,0.702977,30,0.318303,False
plasmid_5,42+,True,plasmid_5,42,5121,13.875916,0.703964,8,0.368287,True
plasmid_6,46+,False,plasmid_6,46,3786,0.666201,0.681458,6,0.38616,False
plasmid_7,"41+,57+",True,plasmid_7,41,6776,0.963686,0.624852,30,0.373524,False
plasmid_8,"53+,78-",True,plasmid_8,53,1819,2.873074,0.861462,2,0.51072,False
plasmid_9,"62+,72+,24+",False,plasmid_9,72,44018,0.985442,0.004316,3,0.378413,False
plasmid_10,"62+,72+,21-",False,plasmid_10,72,53476,0.769344,0.013258,11,0.362593,False
plasmid_11,"76-,62+,72+",False,plasmid_11,72,596,6.824,0.318792,3,0.469799,False
plasmid_12,"5+,58+,62-,76+",False,plasmid_12,58,166014,1.339442,0.003909,9,0.399478,False
plasmid_13,"9+,58+",False,plasmid_13,58,120845,1.038831,0.013877,23,0.381075,False
plasmid_14,58+,False,plasmid_14,58,610,3.832706,0.752459,6,0.514754,False
plasmid_15,"34-,61+,66+,52+",False,plasmid_15,61,14715,0.90173,0.143731,37,0.377914,False
plasmid_16,"66+,1-",False,plasmid_16,66,212067,0.884398,0.001273,15,0.375542,False
