,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"24-,49-,39+,59+,43+,21+,48-",False,plasmid_0,59,67752,1.101593,0.09368,28,0.390188,False
plasmid_1,"1-,62+,39+,59+,43+,64+,11-",False,plasmid_1,59,514315,1.018057,0.040172,54,0.375498,False
plasmid_2,"22+,62+,39+,59+,43+",False,plasmid_2,59,37836,0.936744,0.1391,15,0.386352,False
plasmid_3,36+,True,plasmid_3,36,6401,0.584138,0.87127,72,0.333854,False
plasmid_4,35+,True,plasmid_4,35,6691,0.600128,0.81378,37,0.325512,False
plasmid_5,"43+,64+,54+,12+,57+,18+,56+,45-,38+,57+,32-",True,plasmid_5,18,186699,1.002297,0.325342,153,0.366301,False
plasmid_6,"5-,61-,50-,26+,56+,45-,38+,57+",False,plasmid_6,26,199001,0.934903,0.120884,74,0.373244,False
plasmid_7,"55-,17-,55+,50+,60-,37+,60+",False,plasmid_7,37,69109,0.901136,0.079729,42,0.375204,False
plasmid_8,42+,True,plasmid_8,42,2460,0.911394,0.75935,19,0.39878,True
plasmid_9,40+,True,plasmid_9,40,3125,0.564399,0.48128,3,0.30304,False
plasmid_10,"47+,27+,47-,16+,47+,29+,47+,2-",False,plasmid_10,29,387612,0.939497,0.03181,20,0.369467,False
plasmid_11,43+,False,plasmid_11,43,1795,3.680867,0.872981,2,0.513649,False
plasmid_12,"6-,49-,39+",False,plasmid_12,39,140356,1.235625,0.025385,10,0.401643,False
plasmid_13,"49-,39+",True,plasmid_13,39,3889,2.700992,0.897146,9,0.4973,False
plasmid_14,39+,False,plasmid_14,39,3279,0.329109,0.924062,3,0.494053,False
plasmid_15,"55+,50+",False,plasmid_15,55,706,1.575973,0.436261,7,0.371105,False
