,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"53-,19+,46-,72+,39+,55+,9-",False,plasmid_0,72,177246,1.1711,0.029355,13,0.397143,False
plasmid_1,"12+,75+,46-,72+,39+,74+,1-",False,plasmid_1,72,517336,1.013406,0.039937,54,0.375481,False
plasmid_2,"4-,66+,75+,46-,72+,39+,55+,6+",False,plasmid_2,72,352612,1.051512,0.031919,34,0.382517,False
plasmid_3,"73-,34+,73+,59+,52+,71-,40+,71-,44+",True,plasmid_3,40,12750,0.666541,0.766275,112,0.343451,False
plasmid_4,"18+,54+,49+",True,plasmid_4,18,40241,1.232372,0.849855,72,0.347357,False
plasmid_5,33+,True,plasmid_5,33,7028,0.58776,0.775185,37,0.321144,False
plasmid_6,"59+,24+,54+,50+",True,plasmid_6,24,24595,1.027282,0.816914,77,0.36361,False
plasmid_7,"22+,64-,50-",True,plasmid_7,22,29711,0.863087,0.706237,74,0.332469,False
plasmid_8,37+,True,plasmid_8,37,4383,0.49028,0.496007,3,0.311431,False
plasmid_9,36+,True,plasmid_9,36,5143,5.946438,0.700758,8,0.368268,True
plasmid_10,"26+,51+,29+,51+,16-,51-,27-,51+",False,plasmid_10,29,116062,0.854501,0.105625,19,0.367915,False
plasmid_11,41+,True,plasmid_11,41,2460,0.84555,0.508537,16,0.39878,True
plasmid_12,46+,True,plasmid_12,46,1795,4.134846,0.872981,2,0.513649,False
plasmid_13,"39+,74+,21+",False,plasmid_13,39,35932,0.860711,0.100829,12,0.379495,False
plasmid_14,"39+,55+",True,plasmid_14,39,3889,2.155899,0.897146,9,0.496786,False
