,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"64+,112+,147-,116-,168-,78+,43-,117-,148-,106+,63-,140-,53-,85+,146+,67-,170+",False,plasmid_0,85,2201,7.234701,0.074057,2,0.480691,False
plasmid_1,"35-,35-,39-,38-,37+,32+,87-,52+,54-,32+",True,plasmid_1,37,19635,0.567756,0.803259,104,0.35564,False
plasmid_2,"24+,57+,52-,88+,29-,88-",True,plasmid_2,24,33369,1.134247,0.867452,111,0.360304,False
plasmid_3,"48-,97+,2-,75-",False,plasmid_3,97,274009,1.116792,0.000693,3,0.377915,False
plasmid_4,"48-,97+,17-",False,plasmid_4,97,45509,0.898994,0.015579,11,0.364829,False
plasmid_5,"48-,97+",False,plasmid_5,97,550,5.004943,0.345455,3,0.461818,False
plasmid_6,"48-,45+,27+,70+,133-,103+",False,plasmid_6,45,13734,1.441904,0.047255,9,0.404325,False
plasmid_7,"45+,6-",False,plasmid_7,45,156503,1.17479,0.010715,23,0.380766,False
plasmid_8,45+,False,plasmid_8,45,610,2.275757,0.752459,6,0.514754,False
plasmid_9,"57+,52-",False,plasmid_9,57,646,1.306835,0.712074,12,0.379257,False
plasmid_10,"18+,58+,10+,38+,98-,31+",False,plasmid_10,38,142721,1.123937,0.120347,51,0.373456,False
plasmid_11,"50+,15-,38+,98-,9-",False,plasmid_11,38,162183,1.097174,0.008139,5,0.374269,False
plasmid_12,"1-,38+,98-,13-,54+",False,plasmid_12,38,501491,0.967623,0.003426,21,0.374681,False
plasmid_13,38+,False,plasmid_13,38,1602,3.92444,0.82397,5,0.397004,False
