,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"8-,49-,3-,43+,57+,39-,58+,26+,66-,50+,21-,66-",False,plasmid_0,57,407765,1.02764,0.014565,18,0.378777,False
plasmid_1,"43+,57+,39-,51-,44+",True,plasmid_1,57,7559,2.846978,0.688319,13,0.472152,False
plasmid_2,31+,True,plasmid_2,31,10219,0.645778,0.895978,12,0.336139,False
plasmid_3,"60-,59+,41+,45+,24-,48-,46+,48+,38-,53-,70-,54-,42+,69+,52+,60-,37-",True,plasmid_3,42,43124,0.870076,0.614878,80,0.361005,False
plasmid_4,"30+,23-,69+,52+,60-,59+,35+",True,plasmid_4,30,43721,0.671432,0.542074,58,0.358958,False
plasmid_5,"69+,52+,56+,27+,71+,53-,70-,54-,65-,34+",True,plasmid_5,34,20586,0.971398,0.783979,54,0.38021,True
plasmid_6,18+,True,plasmid_6,18,40341,0.444809,0.843559,90,0.361493,False
plasmid_7,33+,True,plasmid_7,33,7919,0.747157,0.664225,16,0.341836,False
plasmid_8,32+,True,plasmid_8,32,9331,6.63369,0.745151,9,0.371664,True
plasmid_9,36+,True,plasmid_9,36,5144,11.180236,0.700816,8,0.368585,True
plasmid_10,"9-,58-,39+,73-,43-,55-,13+",False,plasmid_10,39,170933,0.984636,0.027326,6,0.375978,False
plasmid_11,"53+,71-,40+,65+,54+",True,plasmid_11,54,3765,0.500849,0.392032,19,0.332271,True
plasmid_12,"48+,28+,52+,56+",True,plasmid_12,48,13594,0.531389,0.477269,31,0.314624,False
plasmid_13,48+,False,plasmid_13,48,1208,1.725852,0.913079,7,0.356788,False
plasmid_14,"69+,52+,56+,72-",False,plasmid_14,52,727,1.391279,0.723521,6,0.370014,False
plasmid_15,"68-,15-,45+,6+,64+,50-,68-,2+",False,plasmid_15,45,484727,1.005132,0.003965,3,0.374836,False
plasmid_16,"53+,71-",False,plasmid_16,53,410,0.522225,0.497561,4,0.353659,False
plasmid_17,"25+,49+,11+,67-,50+,12+,63+,50-,68-,16-",False,plasmid_17,50,255279,0.95354,0.004998,3,0.369909,False
plasmid_18,"4-,66-,50+,62+,7-",False,plasmid_18,50,357701,1.006715,0.001683,2,0.386675,False
plasmid_19,"17+,67-,50+,62+,19+",False,plasmid_19,50,85781,0.824468,0.007018,2,0.352257,False
plasmid_20,"66-,50+",False,plasmid_20,50,1004,3.357117,0.599602,2,0.363546,False
