,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"66+,56-,75-,81-,70+,22+,52-,2-,53+,45+,53+,42+,39-,40-",False,plasmid_0,45,329515,1.08682,0.00566,25,0.378229,False
plasmid_1,"11+,10+,11-,31-,1+,69+,40-,80-,32-,64+,34+,6-,35-,50+,46-",False,plasmid_1,64,852795,0.801784,0.005192,16,0.36996,False
plasmid_2,"24+,69+,40-,80-,32-,64+,34+,51-,12+",False,plasmid_2,64,84900,1.046355,0.027668,14,0.384064,False
plasmid_3,"14-,44+,23-,39-,40-,80-,32-,64+,34+,51-,74-,4+,68-",False,plasmid_3,64,316926,1.241987,0.009466,16,0.39022,False
plasmid_4,"60-,30+",True,plasmid_4,30,4532,3.993672,0.716902,2,0.425199,True
plasmid_5,"29+,60+,27+",True,plasmid_5,27,18545,1.990194,0.507199,68,0.336263,False
plasmid_6,15+,True,plasmid_6,15,46568,1.262404,0.679179,150,0.336003,True
plasmid_7,34+,True,plasmid_7,34,1819,4.988992,0.861462,2,0.509621,False
plasmid_8,"69+,40-,79-,32-",False,plasmid_8,69,3363,3.580214,0.056497,3,0.493012,False
plasmid_9,39+,False,plasmid_9,39,610,1.064883,0.752459,6,0.514754,False
plasmid_10,"8-,33+,41-,3+",False,plasmid_10,33,459933,0.877918,0.004994,5,0.374883,False
plasmid_11,"26-,33+,41-,18+",False,plasmid_11,33,47190,0.894924,0.026764,4,0.374634,False
