,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"22-,45+,37+,59+,40-,15-,43-",False,plasmid_0,59,105906,1.053387,0.049128,13,0.383614,False
plasmid_1,"20-,61-,37+,59+,40-,68-,3+",False,plasmid_1,59,271247,1.240572,0.020111,11,0.386898,False
plasmid_2,"26+,60-,57+,46-,28+,52-,63+,50+,39-,53+,64+,48-,54+,32-",True,plasmid_2,26,27424,0.937444,0.557176,49,0.347287,False
plasmid_3,"53+,64+,48-,54+,23-,42-,41+,42+,33+",True,plasmid_3,33,27253,0.823791,0.777089,87,0.343669,True
plasmid_4,"42+,35+",True,plasmid_4,35,4835,0.622188,0.727198,15,0.316856,False
plasmid_5,"36+,46+,30-,67+,48+,65+,62-,29-,56+,49+,50+,66-,25+,66+",True,plasmid_5,49,29794,0.988725,0.432302,67,0.362187,False
plasmid_6,"66+,50-,52+,34+,42-",True,plasmid_6,34,5449,1.082947,0.760507,36,0.368875,False
plasmid_7,38+,True,plasmid_7,38,3174,2.985411,0.573409,7,0.328607,True
plasmid_8,31+,True,plasmid_8,31,5151,4.498966,0.559503,7,0.369443,True
plasmid_9,40+,True,plasmid_9,40,1804,12.512059,0.868625,2,0.512195,False
plasmid_10,"9+,45+,37+,72-",False,plasmid_10,37,136571,1.107758,0.034466,26,0.385668,False
plasmid_11,"18-,61-,37+,72-",False,plasmid_11,37,47763,0.860606,0.075854,12,0.374097,False
plasmid_12,"45+,37+",True,plasmid_12,37,3893,6.206394,0.896224,9,0.496275,False
plasmid_13,"61-,37+",True,plasmid_13,37,3363,0.553316,0.922985,4,0.492417,False
plasmid_14,61+,False,plasmid_14,61,80,0.664591,0.925,1,0.475,False
plasmid_15,42+,False,plasmid_15,42,1097,0.60078,0.711942,5,0.350957,False
plasmid_16,"67+,48+,65+,62-,47+",False,plasmid_16,48,949,1.081191,0.355111,3,0.362487,False
plasmid_17,"67+,48+",False,plasmid_17,48,418,0.94619,0.583732,2,0.380383,False
