,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"45+,44-,78+,120-,60+",True,plasmid_0,60,14158,0.717124,0.688092,33,0.359797,False
plasmid_1,"25+,118-,137-,71+,55-,115+,119+,85-,97+,51+,93+,20+",True,plasmid_1,20,66468,0.755332,0.752482,134,0.342195,False
plasmid_2,31+,True,plasmid_2,31,13924,0.655537,0.724648,15,0.329431,False
plasmid_3,"88+,38+,65+",False,plasmid_3,65,10795,1.510111,0.134785,10,0.381936,False
plasmid_4,"46+,77+,87+,101+",True,plasmid_4,46,6698,1.177552,0.602419,15,0.364288,False
plasmid_5,62+,True,plasmid_5,62,2460,0.844425,0.620732,4,0.39878,True
plasmid_6,"23+,93-,49-,92+,130-,96-,119-,115-",True,plasmid_6,23,32212,1.120591,0.517447,26,0.365516,False
plasmid_7,40+,True,plasmid_7,40,7696,1.216011,0.462448,7,0.368113,False
plasmid_8,"52-,74+,33+,74+,7-",False,plasmid_8,74,144601,1.00445,0.013278,1,0.371166,False
plasmid_9,"11+,74+,28-",False,plasmid_9,74,81588,1.010577,0.011766,1,0.371868,False
plasmid_10,"74+,29-,74-",False,plasmid_10,74,17486,0.468022,0.109802,1,0.323745,False
plasmid_11,"39+,109+,32+,122-,72+",True,plasmid_11,39,23544,0.912776,0.817321,55,0.363744,False
