,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"28+,344+,204-,345-,106+",False,plasmid_0,344,33193,1.759069,0.158558,15,0.40153,False
plasmid_1,256+,True,plasmid_1,256,2206,0.658202,0.958749,2,0.394832,False
plasmid_2,220+,True,plasmid_2,220,2940,0.486496,0.830272,5,0.341156,False
plasmid_3,257+,True,plasmid_3,257,2154,0.514725,0.846332,3,0.354225,False
plasmid_4,174+,True,plasmid_4,174,4447,0.758057,0.837643,8,0.39195,False
plasmid_5,178+,True,plasmid_5,178,4348,0.450412,0.783809,14,0.358096,False
plasmid_6,273+,True,plasmid_6,273,1857,0.558084,0.556812,1,0.363489,False
plasmid_7,303+,False,plasmid_7,303,1465,0.472893,0.468942,67,0.348805,False
plasmid_8,"14-,334-,204+,347-",False,plasmid_8,204,29364,1.257928,0.160298,25,0.407404,False
plasmid_9,"134-,334-,204+",True,plasmid_9,204,10884,1.786529,0.327361,10,0.431551,False
plasmid_10,"248+,345+,204+",True,plasmid_10,204,5751,1.511542,0.539732,4,0.431229,False
plasmid_11,"334-,204+",False,plasmid_11,204,3893,1.14093,0.896224,9,0.496532,False
