,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"24-,37+,1+,64-,38+,62+,43-,20+,49+",False,plasmid_0,62,711597,1.006047,0.007043,9,0.370245,False
plasmid_1,"39-,60-,18+,51+,38+,62+,43-",False,plasmid_1,62,46519,1.482948,0.111847,13,0.414583,False
plasmid_2,"19+,46-,65+,45+,61-,40+,61-,42+,65-",False,plasmid_2,40,45216,1.180081,0.143821,73,0.383426,False
plasmid_3,"4-,52-,23+,50+,15+,50+",True,plasmid_3,15,278114,0.909595,0.336574,251,0.362042,False
plasmid_4,"3-,52+,63-,34+,63+",False,plasmid_4,34,250447,0.943756,0.021526,42,0.375405,False
plasmid_5,41+,True,plasmid_5,41,2460,0.964576,0.638211,12,0.39878,True
plasmid_6,36+,True,plasmid_6,36,4386,0.465287,0.463064,2,0.310078,False
plasmid_7,35+,True,plasmid_7,35,5121,27.801838,0.703964,8,0.368092,True
plasmid_8,"26+,47+,27+,47-,16+,47+,29+,47+,6+,55+,54-,48+",False,plasmid_8,29,271921,0.938479,0.045348,20,0.36533,False
plasmid_9,43+,True,plasmid_9,43,1795,6.925089,0.872981,2,0.513649,False
plasmid_10,"8+,46-,21+,64-,38+",False,plasmid_10,38,162124,0.965444,0.030489,17,0.373714,False
plasmid_11,"5-,51+,38+",False,plasmid_11,38,159676,1.104866,0.029478,25,0.383151,False
plasmid_12,"64-,38+",True,plasmid_12,38,3359,3.782023,0.924085,4,0.493599,False
plasmid_13,51+,False,plasmid_13,51,610,0.91922,0.752459,6,0.514754,False
plasmid_14,"46+,7-",False,plasmid_14,46,145157,0.950267,0.010148,7,0.373223,False
plasmid_15,46+,True,plasmid_15,46,1620,4.357571,0.814815,5,0.399383,False
