,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"19+,154-,79-,23-,215+,120-,213+,143-,2+,186-,52-",False,plasmid_0,213,228084,1.050346,0.024574,12,0.387818,False
plasmid_1,"30+,182-,120-,213+,143-,65-",False,plasmid_1,213,54403,1.103848,0.116666,29,0.400309,False
plasmid_2,"57+,215+,120-,213+,143-",False,plasmid_2,213,22802,0.966127,0.230813,15,0.398035,False
plasmid_3,"107+,159-,5-",False,plasmid_3,107,84433,0.860618,0.0573,8,0.370151,False
plasmid_4,93+,True,plasmid_4,93,5584,0.416123,0.9024,6,0.309635,False
plasmid_5,105+,True,plasmid_5,105,4775,0.403893,0.749529,4,0.287749,False
plasmid_6,"118+,164-,153+,94-,131-,66-",True,plasmid_6,118,27609,0.707984,0.789489,85,0.338911,False
plasmid_7,"204-,131-,110+,209-,196-,194+,222+,158+,197-,221-,207-,125-,132+,162-,157-,185-,39+,200+,176+,208-,183+,201+",True,plasmid_7,110,46682,1.009525,0.737972,68,0.350499,False
plasmid_8,"88-,163+,218+,211+,80+,134-,170+,177-,181+,206-,159+,33+,171+",False,plasmid_8,80,54316,1.030631,0.271872,55,0.357777,False
plasmid_9,"138-,177+,126+,134-,210+,164-,190+,218-,163-,22+",False,plasmid_9,126,56397,0.853395,0.121248,72,0.369098,False
plasmid_10,"87+,114+,82+,167+,160+,98+,165+",True,plasmid_10,82,27518,0.820564,0.634276,68,0.319936,False
plasmid_11,"223+,142-,150+,205-,216+,202+,223+,109+",True,plasmid_11,109,8703,1.245154,0.673561,13,0.364472,False
plasmid_12,152+,True,plasmid_12,152,1573,0.529226,0.743802,11,0.324857,False
plasmid_13,145+,True,plasmid_13,145,1986,0.396621,0.59567,3,0.306647,False
plasmid_14,"101+,114-,217-,159-,24-",False,plasmid_14,101,52772,0.81206,0.149037,13,0.363772,False
plasmid_15,135+,True,plasmid_15,135,2321,0.784785,0.551486,6,0.315381,False
plasmid_16,"90+,185+,106+",True,plasmid_16,106,11316,0.885778,0.686727,26,0.351891,False
plasmid_17,113+,True,plasmid_17,113,4050,0.448363,0.501481,2,0.321235,False
plasmid_18,168+,False,plasmid_18,168,930,0.847608,0.629032,1,0.353763,False
plasmid_19,"201-,184-,208+,175-,200-,156-,117+,178+,169+,191-,174+,123+,149-,172+",True,plasmid_19,123,15415,1.52065,0.46085,29,0.368537,False
plasmid_20,78+,True,plasmid_20,78,8856,0.520002,0.469061,5,0.331414,False
plasmid_21,127+,True,plasmid_21,127,2845,0.789947,0.454482,1,0.339192,False
plasmid_22,"143+,224-,120+,182+,4+",False,plasmid_22,120,86566,1.171287,0.059261,12,0.406776,False
plasmid_23,"120+,182+",True,plasmid_23,120,3893,1.875478,0.896224,9,0.496789,False
plasmid_24,120+,False,plasmid_24,120,3283,0.311788,0.922936,3,0.493451,False
plasmid_25,"143+,224-",True,plasmid_25,143,2112,2.101835,0.741951,2,0.478693,False
plasmid_26,"9+,159+,18+",False,plasmid_26,159,126622,0.849499,0.009919,4,0.37717,False
plasmid_27,"51+,159+,84+",False,plasmid_27,159,28455,0.848523,0.04414,4,0.375048,False
plasmid_28,"159+,70+",False,plasmid_28,159,12367,0.808818,0.101561,4,0.364923,False
plasmid_29,"159+,95-",False,plasmid_29,159,6780,0.775281,0.185251,4,0.353392,False
plasmid_30,"159+,76+",False,plasmid_30,159,10296,0.564205,0.121989,4,0.330128,False
plasmid_31,159+,False,plasmid_31,159,1324,4.384916,0.94864,4,0.397281,False
plasmid_32,"48+,160+,158+,203-,214-,207-,125-,187-,216+,202+,223+",False,plasmid_32,158,27783,1.031599,0.13807,36,0.370298,False
plasmid_33,"160+,158+,203-,220-,221-,207-,92-,150+,115-",False,plasmid_33,158,14313,1.579659,0.245791,38,0.373018,False
plasmid_34,"160+,158+,203-,214-,207-",True,plasmid_34,158,3149,1.651707,0.776119,32,0.375675,False
plasmid_35,160+,False,plasmid_35,160,1324,0.609716,0.94864,30,0.362538,False
plasmid_36,"164+,210-,134+",True,plasmid_36,164,3638,0.458833,0.846894,12,0.392523,False
plasmid_37,"164+,210-",False,plasmid_37,164,1248,0.903928,0.884615,9,0.379808,False
plasmid_38,177+,False,plasmid_38,177,694,0.47518,0.900576,26,0.364553,False
plasmid_39,"103-,117+,179+",True,plasmid_39,117,9226,1.179852,0.553436,18,0.365164,False
plasmid_40,131+,False,plasmid_40,131,2548,0.386756,0.767661,6,0.385793,False
