,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"80-,65-,67-,30-,49+,34-,78+,55+",False,plasmid_0,49,2096,9.309165,0.077767,2,0.499046,False
plasmid_1,"46+,27+,39-,29+,33+,26+,33+,20+,37+,23+,39+,43-,24-,62-,46+,25-,62-",True,plasmid_1,20,31865,0.710602,0.835556,184,0.353868,False
plasmid_2,"31-,39+,43-,19+",True,plasmid_2,19,10594,0.621957,0.740702,97,0.336134,False
plasmid_3,"14+,11+,41+,18-",False,plasmid_3,41,72832,0.705492,0.002883,1,0.347979,False
plasmid_4,"2+,51+,38+",False,plasmid_4,51,507550,1.000011,0.063409,119,0.370462,False
plasmid_5,"16+,51+,38+",False,plasmid_5,51,13897,0.609683,0.051018,11,0.356552,False
plasmid_6,"51+,38+,57+,75-,36-,54-",False,plasmid_6,51,1294,9.530918,0.146832,3,0.510046,False
plasmid_7,"3-,42-,15-,35+",False,plasmid_7,35,364813,1.262864,0.001461,7,0.389125,False
plasmid_8,"7-,35+",False,plasmid_8,35,120448,1.186956,0.013923,22,0.386117,False
plasmid_9,35+,False,plasmid_9,35,610,3.292879,0.752459,6,0.514754,False
plasmid_10,39+,False,plasmid_10,39,478,0.70913,0.824268,20,0.353556,False
plasmid_11,33+,False,plasmid_11,33,809,0.651408,0.849197,4,0.377009,False
