,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"66-,50+,61+,65-,66-,48+,61+",True,plasmid_0,48,5845,0.716609,0.889649,25,0.318734,False
plasmid_1,"4-,51-,68+,44-,69-,1-",False,plasmid_1,68,643215,1.054444,0.007375,7,0.378859,False
plasmid_2,"51-,68+,44-,56+,13+",False,plasmid_2,68,97270,1.326998,0.05349,13,0.404883,False
plasmid_3,"51-,68+,44-,69-,19-",False,plasmid_3,68,37836,0.9702,0.1391,15,0.386378,False
plasmid_4,38+,True,plasmid_4,38,5858,0.552148,0.842779,8,0.319392,False
plasmid_5,36+,True,plasmid_5,36,6401,0.558685,0.87127,72,0.33401,False
plasmid_6,34+,True,plasmid_6,34,8450,0.523942,0.762485,18,0.310178,False
plasmid_7,"64-,65+,60-,17+,46+,58+,53+,62-,55-,27+,45+",True,plasmid_7,17,68686,0.76003,0.770783,146,0.352721,False
plasmid_8,"42+,55+,62+,53-,58-,46-,32+",True,plasmid_8,42,19611,0.653516,0.616542,117,0.347917,False
plasmid_9,"30-,18+",True,plasmid_9,18,56566,0.991232,0.680709,78,0.341848,False
plasmid_10,43+,True,plasmid_10,43,4335,0.678306,0.788235,23,0.332641,False
plasmid_11,41+,True,plasmid_11,41,4935,0.42473,0.612361,5,0.296859,False
plasmid_12,"61+,65-,64+",False,plasmid_12,64,807,1.758441,0.50062,8,0.339529,False
plasmid_13,40+,True,plasmid_13,40,5165,10.611261,0.697967,8,0.367861,True
plasmid_14,"24-,54-,28+,54-,15-,54+,25-,54-",False,plasmid_14,28,116885,0.850884,0.104872,19,0.367353,False
plasmid_15,51+,True,plasmid_15,51,1795,5.421464,0.872981,2,0.513092,False
plasmid_16,"7-,56-,44+",False,plasmid_16,44,159040,1.066811,0.029596,25,0.383539,False
plasmid_17,"56-,44+",True,plasmid_17,44,3889,3.516549,0.897146,9,0.4973,False
plasmid_18,"69+,44+",False,plasmid_18,44,3359,0.361984,0.924085,4,0.493599,False
plasmid_19,"57+,53+,63+",True,plasmid_19,53,1769,1.717447,0.333522,1,0.389486,False
