,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"2-,53-,33-,51+,37+,3-,38-,22+",False,plasmid_0,51,542498,1.012447,0.008881,8,0.377524,False
plasmid_1,"23-,40-,33-,51+,37+",False,plasmid_1,51,22673,1.496615,0.279936,28,0.420765,False
plasmid_2,"52-,55-,25+",True,plasmid_2,25,8918,1.029257,0.911752,11,0.349406,False
plasmid_3,29+,False,plasmid_3,29,5132,0.367644,0.907443,25,0.341582,False
plasmid_4,"52-,54+,31+",True,plasmid_4,31,4269,0.862359,0.848911,4,0.34364,False
plasmid_5,"52-,55-,20+",True,plasmid_5,20,31376,0.419399,0.918313,79,0.36751,False
plasmid_6,"52-,54+,26+",False,plasmid_6,26,7116,0.347574,0.855396,35,0.359472,False
plasmid_7,"19+,39-,34-,39+,44+,50-,47-,30+,47-,45-",True,plasmid_7,30,42008,1.113869,0.849838,150,0.370168,False
plasmid_8,"52-,54+,24+",True,plasmid_8,24,10331,0.558563,0.670797,22,0.307327,False
plasmid_9,"6-,46-,56-,37-,57+,33+,53+,15-",False,plasmid_9,33,195566,1.098596,0.030174,18,0.385721,False
plasmid_10,"33+,53+",True,plasmid_10,33,3363,3.430946,0.922985,4,0.492715,False
plasmid_11,37+,True,plasmid_11,37,1798,3.938804,0.871524,2,0.512236,False
plasmid_12,"40+,12+",False,plasmid_12,40,82610,1.255663,0.006452,7,0.401392,False
plasmid_13,40+,False,plasmid_13,40,610,0.544404,0.752459,6,0.514754,False
plasmid_14,39+,False,plasmid_14,39,663,1.048761,0.918552,27,0.392157,False
plasmid_15,"45+,47+,50+,49-",False,plasmid_15,45,715,2.892116,0.341259,2,0.369231,False
plasmid_16,45+,False,plasmid_16,45,304,0.962837,0.802632,2,0.398026,False
