,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"35-,16-,29-,50+,26+,54+,7+,31-,44-,52+,40-,42+,17+,33+,14-,33+",True,plasmid_0,50,241423,0.941801,0.340386,238,0.367753,False
plasmid_1,"45+,4+,45-,57-,29-,50+,26+,36+,3+,39+,38-,34+,5-,57-",False,plasmid_1,50,842292,1.098835,0.031673,69,0.384364,False
plasmid_2,"29-,50+,26+,54+,2+,41-,40+,52-,11+,31+,28+,49+,25+,41-",False,plasmid_2,50,650586,0.955394,0.022804,81,0.374974,False
plasmid_3,"49+,27+",True,plasmid_3,27,2761,0.621674,0.798986,43,0.323071,True
plasmid_4,"46+,46+,43+,47+,18-,42-,40+,51-,24+,51+",True,plasmid_4,24,24310,0.507905,0.57536,61,0.31197,False
plasmid_5,"55-,13+,32-,21+,32-,15-,32+,20-,32-,22+",False,plasmid_5,21,183205,0.937451,0.066914,19,0.36285,False
plasmid_6,29+,False,plasmid_6,29,1795,2.310372,0.872981,2,0.513649,False
plasmid_7,"26+,36+,6+",False,plasmid_7,26,159676,1.065648,0.029478,25,0.383132,False
plasmid_8,"26+,36+",True,plasmid_8,26,3889,1.302323,0.897146,9,0.496786,False
plasmid_9,"23-,30-,1+,31+,8+,30-,10+",False,plasmid_9,31,780399,0.972508,0.021691,72,0.365856,False
plasmid_10,31+,False,plasmid_10,31,1682,0.572976,0.78478,5,0.393579,False
plasmid_11,"40+,51-",False,plasmid_11,40,478,1.297016,0.395397,1,0.355649,False
