,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"32-,12+,25-,47+,22+,48+,1-",False,plasmid_0,47,824677,1.00553,0.013445,24,0.369898,False
plasmid_1,"10-,49-,25-,47+,22+,34-,3-,39-,36+,32-",False,plasmid_1,47,423980,1.211406,0.04967,59,0.3899,False
plasmid_2,"9+,50-,5-,43-,44-,49-,25-,47+,22+,48+,14-,26+,42-,38+,41+,33-,46-,23+,46-,24+,26+,2-,41-",False,plasmid_2,47,843488,0.999434,0.022682,129,0.377634,False
plasmid_3,"13+,35+,29+",True,plasmid_3,13,39492,0.657424,0.865973,72,0.3484,False
plasmid_4,"30+,26+",True,plasmid_4,30,2623,1.549008,0.86199,6,0.385055,False
plasmid_5,"29+,31+,15+",True,plasmid_5,15,30136,0.443818,0.696277,72,0.3308,False
plasmid_6,"28-,35-,16+,40-,38-,4-",False,plasmid_6,16,201604,0.97389,0.144898,138,0.370682,False
plasmid_7,"17+,40-,38-",False,plasmid_7,17,16946,0.317231,0.537531,45,0.292045,False
plasmid_8,"32+,36-,39+,7-,27+,19+,27+,11-,27-,18+,27+,20+",False,plasmid_8,19,267969,0.930452,0.046017,20,0.366505,False
plasmid_9,25+,True,plasmid_9,25,1748,7.905683,0.896453,2,0.517162,False
plasmid_10,"22+,34-,6+",False,plasmid_10,22,159676,1.099986,0.029478,25,0.383132,False
plasmid_11,"22+,48+",True,plasmid_11,22,3359,4.738121,0.924085,4,0.493599,False
plasmid_12,34+,False,plasmid_12,34,610,2.222194,0.752459,6,0.514754,False
plasmid_13,26+,False,plasmid_13,26,1681,0.517726,0.785247,5,0.393813,False
plasmid_14,40+,False,plasmid_14,40,331,0.945233,0.833837,15,0.374622,False
