,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"120+,126+,151+,174+,72+,155-",False,plasmid_0,120,698,5.120451,0.104585,1,0.522923,False
plasmid_1,42+,False,plasmid_1,42,1241,0.779259,0.937147,17,0.380338,False
plasmid_2,"129-,147-,82-,26+,59+,78+,106-,57-",True,plasmid_2,26,9137,0.928701,0.66269,18,0.357229,False
plasmid_3,"87+,116-,44-,85+,110-,39+,46-,68-,43+,79-,41-,105+,75-,93+,125+,67+,53+,51-,28+",True,plasmid_3,28,15851,1.371814,0.44054,22,0.364835,False
plasmid_4,"52+,51-,23+,91-,32+,91-,30-,59+,77+,106-,58+",True,plasmid_4,23,31031,1.049375,0.556508,37,0.354871,False
plasmid_5,"87+,117-,44-,84+,110-,35+",True,plasmid_5,35,3981,1.01812,0.314243,5,0.360462,False
plasmid_6,"133+,73+,159+,48+,20+,96-,25+",False,plasmid_6,48,38525,1.287212,0.013835,7,0.403842,False
plasmid_7,"73+,157+,48+,6+",False,plasmid_7,48,156849,1.059523,0.010692,22,0.381029,False
plasmid_8,"145-,121+,134-,73+,157+,48+",False,plasmid_8,48,1298,1.370874,0.353621,6,0.508475,False
plasmid_9,"8+,109+,157-,73-",False,plasmid_9,109,146346,1.019618,0.000506,1,0.376655,False
plasmid_10,"17+,109+,157-",False,plasmid_10,109,45061,0.914725,0.01316,9,0.364417,False
plasmid_11,"109+,157-",False,plasmid_11,109,198,0.463178,0.373737,1,0.505051,False
plasmid_12,"129-,146+,66+,45-,176+,27+,123-,103-",True,plasmid_12,27,8476,0.730649,0.721921,94,0.341907,False
plasmid_13,"37+,66-,146-,129+",False,plasmid_13,37,2389,0.385701,0.610297,26,0.305567,False
plasmid_14,"82+,147+,129+",False,plasmid_14,82,418,1.487445,0.583732,2,0.382775,False
plasmid_15,"128-,147-,66+,1+",False,plasmid_15,66,500109,1.000001,0.000984,21,0.374598,False
plasmid_16,"103+,122-,29+,60-,101-,122+",True,plasmid_16,29,6639,0.750594,0.629312,33,0.354571,False
