,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"36+,2+,59+,25-,55+,62-,31-,14-,51-",False,plasmid_0,55,341026,1.024143,0.013911,7,0.379883,False
plasmid_1,"7+,37-,25-,55+,62-,31-",False,plasmid_1,55,193863,1.220998,0.035938,16,0.410176,False
plasmid_2,"16-,27-,34+,39+,49-,1+,59+,25-,55+,62-,31-,63+,4+,51-,40+,48-,43-,38-,6+",False,plasmid_2,55,1040337,0.941502,0.045224,230,0.373599,False
plasmid_3,"17-,27-,13+",True,plasmid_3,13,94665,1.07894,0.8566,185,0.336492,False
plasmid_4,20+,True,plasmid_4,20,14082,0.709707,0.806917,64,0.344056,False
plasmid_5,30+,False,plasmid_5,30,1860,0.398322,0.601613,7,0.284946,False
plasmid_6,"45+,3+,45-,63-,31+,61+,25+,37+,10+,32+,5+,57-",False,plasmid_6,31,653406,0.995209,0.017023,45,0.37913,False
plasmid_7,"31+,61+,25+,37+",True,plasmid_7,31,5691,1.253632,0.88842,11,0.502372,False
plasmid_8,31+,False,plasmid_8,31,1763,0.348229,0.888826,2,0.516166,False
plasmid_9,"56+,39+,49-,29+,26+",True,plasmid_9,26,5819,0.836325,0.55989,30,0.349201,True
plasmid_10,27+,False,plasmid_10,27,2390,0.595863,0.827197,3,0.399163,False
plasmid_11,"35-,32+",True,plasmid_11,32,2567,2.162634,0.514219,5,0.386443,False
plasmid_12,"11+,32+",False,plasmid_12,32,130825,0.877785,0.01009,5,0.360459,False
plasmid_13,"49+,39-,56-,9-",False,plasmid_13,49,156505,0.944763,0.008575,8,0.377892,False
