,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"49+,117+,99-,129+,84+,133+,122-,126-,119-,124+,128-,14-",False,plasmid_0,129,86980,1.065395,0.073822,30,0.384836,False
plasmid_1,"1+,117+,99-,129+,84+",False,plasmid_1,129,120369,1.400727,0.043225,13,0.404315,False
plasmid_2,"77+,130+,127-,118-",True,plasmid_2,77,8807,0.976371,0.825139,10,0.35574,False
plasmid_3,"89+,120+,136+,134-,83-",True,plasmid_3,89,11161,0.969739,0.826987,25,0.356778,False
plasmid_4,"115+,111+,115-,46+",True,plasmid_4,46,21278,0.920504,0.791757,75,0.355532,True
plasmid_5,"114+,112+,125+",True,plasmid_5,112,3057,11.506646,0.525025,9,0.321884,False
plasmid_6,"136-,120-,137-,104+",True,plasmid_6,104,2951,0.799229,0.58692,6,0.358184,False
plasmid_7,"92+,135-,121-,68+,121+,92-,115+,111+,115-",True,plasmid_7,111,24421,0.90706,0.477171,50,0.372548,False
plasmid_8,"117+,99-",True,plasmid_8,117,3813,6.827504,0.915028,9,0.497509,False
plasmid_9,"84-,140-,99+,131-,20+",False,plasmid_9,99,46567,0.955897,0.100307,6,0.386604,False
plasmid_10,"72-,131+",False,plasmid_10,131,9651,0.56632,0.061444,9,0.364107,False
plasmid_11,131+,False,plasmid_11,131,80,1.651473,0.925,1,0.475,False
plasmid_12,"68+,121+,135+",False,plasmid_12,121,12172,0.338471,0.227654,31,0.380956,False
plasmid_13,115+,False,plasmid_13,115,1097,2.092115,0.711942,5,0.350957,False
plasmid_14,"137+,120+",False,plasmid_14,120,418,2.387966,0.583732,2,0.380383,False
