,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"136-,62-,107-,149-,94+,117-,3-,109+,81+,60-,110-,131+,143-,106+,110+,114-,22-,137-,94-,133+,107+,126-,13-",False,plasmid_0,133,252308,1.234533,0.116294,138,0.387851,False
plasmid_1,"55-,127+,124-,127+,121+,117+,94-,133+,107+,126-",False,plasmid_1,133,23614,1.517689,0.268781,27,0.414669,False
plasmid_2,"111-,119+,108+,111+,97-",True,plasmid_2,108,7668,1.046496,0.761476,47,0.351461,False
plasmid_3,"102-,111+,142-,98+,120-,123+,128+,139+,79-,143+,131-,110+,60+,115+,91-,143+",True,plasmid_3,98,35525,1.066555,0.672794,136,0.379536,False
plasmid_4,"77+,120-,122+,128+,139+,103+",True,plasmid_4,103,11020,1.025311,0.431125,18,0.358348,False
plasmid_5,52+,True,plasmid_5,52,17511,1.177946,0.678888,32,0.353492,False
plasmid_6,"92+,142+,111-",True,plasmid_6,92,4893,1.207584,0.764357,21,0.382587,False
plasmid_7,66+,True,plasmid_7,66,11848,1.673696,0.623312,14,0.348498,False
plasmid_8,"120-,122+,128+,139+,88+",True,plasmid_8,88,5653,1.489149,0.471785,6,0.386697,False
plasmid_9,100+,True,plasmid_9,100,2495,0.83669,0.518236,1,0.347094,False
plasmid_10,"114-,10-,114+,130+,131+,143-,91+,71+",False,plasmid_10,71,85952,0.859911,0.118136,32,0.378234,False
plasmid_11,58+,True,plasmid_11,58,14819,0.922447,0.520885,13,0.358864,False
plasmid_12,107+,True,plasmid_12,107,1795,5.042448,0.872981,2,0.513092,False
plasmid_13,"149-,94+,137+,50-,118-,2-",False,plasmid_13,94,121169,0.973364,0.0299,12,0.378265,False
plasmid_14,"94+,137+",True,plasmid_14,94,3363,3.464376,0.922985,4,0.492417,False
plasmid_15,117+,False,plasmid_15,117,610,0.681926,0.752459,6,0.514754,False
