,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,189+,False,plasmid_0,189,1726,0.339801,0.807068,15,0.32445,False
plasmid_1,161+,False,plasmid_1,161,3333,0.345781,0.555356,6,0.312631,False
plasmid_2,184+,True,plasmid_2,184,1902,0.50735,0.537855,5,0.32387,False
plasmid_3,"173+,201+,181+",True,plasmid_3,181,5294,0.624102,0.738383,24,0.35493,False
plasmid_4,159+,True,plasmid_4,159,3392,0.692342,0.763267,10,0.349646,False
plasmid_5,16+,True,plasmid_5,16,33154,1.092438,0.864209,74,0.363878,False
plasmid_6,143+,True,plasmid_6,143,4615,1.173839,0.829252,12,0.367497,False
plasmid_7,"136+,199+,206+,5-",False,plasmid_7,136,56213,1.356769,0.068792,6,0.388113,False
plasmid_8,35+,True,plasmid_8,35,23523,1.796339,0.485525,20,0.397866,False
plasmid_9,"151+,199+,1-",False,plasmid_9,199,65012,0.888646,0.018135,1,0.375531,False
plasmid_10,"40-,199+,206+,63-",False,plasmid_10,199,38317,1.133021,0.03077,1,0.379701,False
plasmid_11,"89+,199+",False,plasmid_11,199,12402,1.181957,0.095065,1,0.376552,False
plasmid_12,"26-,199+",False,plasmid_12,199,30526,1.034596,0.038623,1,0.386556,False
plasmid_13,"139-,199+",False,plasmid_13,199,6272,1.242263,0.187978,1,0.380261,False
plasmid_14,199+,False,plasmid_14,199,1276,5.188082,0.923981,1,0.350313,False
plasmid_15,"57-,200+,76+",False,plasmid_15,200,29968,0.901784,0.032034,1,0.377703,False
plasmid_16,"140-,200+,109-,198+,79+",False,plasmid_16,200,27896,1.214664,0.076463,2,0.388945,False
plasmid_17,"200+,154-",False,plasmid_17,200,4755,0.999697,0.201893,1,0.372029,False
plasmid_18,"36+,198+,130+",False,plasmid_18,198,31100,1.031096,0.037717,1,0.384502,False
plasmid_19,"129-,198+,44+",False,plasmid_19,198,27550,0.817426,0.042577,1,0.380399,False
plasmid_20,"179+,198+,188+",False,plasmid_20,198,5202,1.524988,0.22549,1,0.356209,False
plasmid_21,"152+,198+,125-",False,plasmid_21,198,11831,0.701213,0.099146,1,0.347054,False
plasmid_22,198+,False,plasmid_22,198,1324,9.80006,0.885952,1,0.397281,False
