,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"105-,93+,120+,90+,115+,81+,128+,85+,130+",True,plasmid_0,115,6661,0.874352,0.382075,10,0.362558,False
plasmid_1,"54-,167-,137-,100-,46+,63+,118-,122+,145+,99+,172-,116-,182+,165+,112-,163-",True,plasmid_1,99,39132,0.539684,0.618777,76,0.35163,False
plasmid_2,"60+,169+,179-,101-,176-,56-,73-,59+,173+,200+",True,plasmid_2,60,24558,0.821449,0.390463,15,0.3405,False
plasmid_3,69+,False,plasmid_3,69,4110,0.333826,0.559124,2,0.29781,False
plasmid_4,"26-,80+,32+,88+,159+,123-,168+,143+,108+,106+",False,plasmid_4,88,72673,0.832706,0.019278,3,0.381159,False
plasmid_5,"66+,73-,61+,184+,194+",False,plasmid_5,61,12414,0.802776,0.219913,10,0.359513,False
plasmid_6,"163-,84+,121-,96-,124-,138-,83-,140+,130-,71-,148-,47+",True,plasmid_6,47,24126,0.564473,0.502238,34,0.350991,False
plasmid_7,65+,True,plasmid_7,65,5143,4.974175,0.700953,8,0.367879,True
plasmid_8,"130+,141-,83+,139-,124+,155+,89+,84-,134+,129+",False,plasmid_8,83,5757,0.996852,0.275317,3,0.366684,False
plasmid_9,"75+,63+,117-,122+,107+,97+,109-",True,plasmid_9,63,9988,0.992998,0.530136,20,0.367141,False
plasmid_10,"131+,153-",False,plasmid_10,131,510,1.18976,0.417647,1,0.354902,False
plasmid_11,131+,False,plasmid_11,131,325,0.720541,0.655385,1,0.396923,False
