,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"61-,77+,53+,15-,73+,49+,76+,43-,72-,58-,6-",False,plasmid_0,76,223721,1.283856,0.094631,64,0.394397,False
plasmid_1,"61-,77+,53+,3+,49+,76+,43-,72-,58-,20+,57-,60+",False,plasmid_1,76,269727,1.019819,0.023806,29,0.37846,False
plasmid_2,"49+,76+,43-,72-,58-",True,plasmid_2,76,5902,6.037745,0.869027,12,0.498645,False
plasmid_3,"50+,66+,47-,56-,41+,56-,46+,51-,37+,51-,48+,66+",True,plasmid_3,41,25540,0.702158,0.750235,189,0.355208,False
plasmid_4,22+,True,plasmid_4,22,36214,0.753824,0.82435,47,0.3439,False
plasmid_5,"71-,33-,56+,47+",False,plasmid_5,47,21192,0.971371,0.121367,82,0.373962,False
plasmid_6,"8-,54+,29-,54+,30+",False,plasmid_6,30,180332,0.922678,0.150877,93,0.369014,False
plasmid_7,"5+,43+,89+,49-",False,plasmid_7,43,148151,0.933407,0.035032,14,0.378924,False
plasmid_8,"57+,26+,54+,10+,70-",False,plasmid_8,54,139691,0.960475,0.006937,4,0.371226,False
plasmid_9,"38+,54+,18+",False,plasmid_9,54,78287,0.917025,0.012378,4,0.364224,False
plasmid_10,"40-,54+,34-",False,plasmid_10,54,22415,0.458597,0.051796,5,0.317377,False
