,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"27+,75+,31+",True,plasmid_0,75,4683,4.465875,0.350203,3,0.503523,False
plasmid_1,"12+,70+,54+,37+,69-,71+,2+,67-,53+,67-,51+,44+,50+",False,plasmid_1,51,576926,1.00041,0.021784,41,0.372003,False
plasmid_2,"80-,57+,57+,29+,36-,17+,48-,80-,82-,48-,55+,24-,48-",True,plasmid_2,29,29135,1.000506,0.847846,211,0.356307,False
plasmid_3,"48+,30+,48-,55+,23+,36-,26+,57-,57-,80+,48+,32-,55-",True,plasmid_3,23,14441,0.887953,0.810055,107,0.351776,False
plasmid_4,"14+,63+,13-,34-,25+,41+,59+,46+,40-,39+,20-,43-,35-,38+,71+,60+,73+,15+,41+,58+,46+,33-,39+,21-,43-,62-,70+,52+,66+,38+",True,plasmid_4,25,164494,0.924528,0.321544,106,0.334061,False
plasmid_5,"72-,72-,49+,44+,50+",True,plasmid_5,44,1710,1.233961,0.379532,9,0.447953,False
plasmid_6,"73+,1+,76+,50+",False,plasmid_6,76,741136,1.000001,0.000256,3,0.370331,False
plasmid_7,"80+,48+,47+,48-,55+,3+,76+,50+",False,plasmid_7,76,304546,0.938483,0.006324,48,0.372358,False
plasmid_8,76+,False,plasmid_8,76,80,0.360599,0.925,1,0.475,False
plasmid_9,"6+,55-,48+,4+",False,plasmid_9,48,516474,0.865084,0.017159,50,0.367136,False
