,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"59+,71+,51-,86-",False,plasmid_0,71,958,5.743388,0.170146,2,0.464509,False
plasmid_1,"48-,95-,50+,40-,45+,50-,94-,48+,31-,39-,22+,50-",True,plasmid_1,45,58956,1.019107,0.691007,106,0.357114,False
plasmid_2,"30+,44-,78+,12-",False,plasmid_2,30,111109,1.029431,0.11054,28,0.366343,False
plasmid_3,"32+,39+,43-,93-,44+,35+,57-",True,plasmid_3,32,21025,1.099635,0.509822,34,0.369227,False
plasmid_4,"65+,38+,23+,47+",False,plasmid_4,47,36345,1.428815,0.014665,7,0.404898,False
plasmid_5,"8-,47+",False,plasmid_5,47,134062,1.142986,0.012509,22,0.382152,False
plasmid_6,47+,False,plasmid_6,47,643,1.349884,0.713841,6,0.517885,False
plasmid_7,"50-,95+,48+",False,plasmid_7,48,1242,1.318897,0.798712,8,0.37037,False
plasmid_8,"48+,92-,28+",False,plasmid_8,48,27056,1.062404,0.022915,4,0.361362,False
plasmid_9,"93-,44+,18-",False,plasmid_9,44,53919,1.30734,0.011165,2,0.380905,False
plasmid_10,"93-,44+,16+,65+",False,plasmid_10,44,61683,1.286805,0.00976,2,0.385682,False
plasmid_11,"93-,44+,29+,55+",False,plasmid_11,44,21211,1.082508,0.028382,2,0.375183,False
plasmid_12,"93-,44+,9+,52-",False,plasmid_12,44,129220,1.035338,0.005231,3,0.375902,False
plasmid_13,"93-,44+,13+",False,plasmid_13,44,69912,0.93805,0.010799,4,0.372011,False
plasmid_14,"93-,44+,19-,44-",False,plasmid_14,44,41689,0.870594,0.028881,2,0.365348,False
plasmid_15,"44+,21-",False,plasmid_15,44,36334,0.874616,0.016569,2,0.360764,False
plasmid_16,"44+,11+",False,plasmid_16,44,95188,0.874691,0.006324,2,0.374743,False
