,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"8-,46-,31-,56+,30-,41-,3+,39-,45+,51-,57+,50+,1+,55-,52-,62+,43+,53+,44-,60+,9-,55-",False,plasmid_0,56,1012709,0.966053,0.006934,19,0.380432,False
plasmid_1,"36+,13+,31-,56+,30-,58-,6+,59+",False,plasmid_1,56,248930,1.039569,0.019058,7,0.376507,False
plasmid_2,"25+,61-,49-,42-,27+,35-",True,plasmid_2,25,11162,0.575233,0.789106,35,0.297438,False
plasmid_3,"35+,24+,63+,42+,49+,61+,54-,37+,35-",True,plasmid_3,37,11773,1.10952,0.710694,49,0.33322,False
plasmid_4,"21+,35-",True,plasmid_4,21,18618,0.918777,0.82012,49,0.345096,False
plasmid_5,"34+,47-",True,plasmid_5,34,1700,0.958996,0.497647,1,0.342353,False
plasmid_6,"19-,32-,2+,41+,30+,64-,31+",False,plasmid_6,41,364139,1.017682,0.017427,29,0.378328,False
plasmid_7,"41+,30+",True,plasmid_7,41,3813,3.000483,0.915028,9,0.497771,False
plasmid_8,"60-,44+,48-,43-,62-,52+,55+,15+,58+,30+,64-,31+",False,plasmid_8,30,53704,0.861226,0.096641,14,0.378408,False
plasmid_9,58+,False,plasmid_9,58,80,0.694197,0.925,1,0.475,False
plasmid_10,31+,True,plasmid_10,31,1848,2.84337,0.847944,2,0.504329,False
plasmid_11,"35+,26+",True,plasmid_11,35,5674,1.069762,0.447303,8,0.348431,False
plasmid_12,35+,False,plasmid_12,35,1097,0.581536,0.711942,5,0.350957,False
