,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"38-,142-,112+,141+,121-,39+",False,plasmid_0,141,62956,1.313236,0.075354,7,0.399279,False
plasmid_1,"64+,124-,112+,141+,121-,134+,14+",False,plasmid_1,141,70309,1.395518,0.100385,33,0.401897,False
plasmid_2,"144+,139+,89-,128+,129-,118+,135-,144-,132-,137-,59+,123-,122-,123+,113+",True,plasmid_2,118,37288,0.852442,0.792856,140,0.353814,False
plasmid_3,"127+,139-,144-,132-,137-,101+",True,plasmid_3,101,6000,0.860189,0.6755,10,0.338667,False
plasmid_4,108+,False,plasmid_4,108,3614,0.342031,0.524903,4,0.286386,False
plasmid_5,115+,False,plasmid_5,115,3073,0.346117,0.453954,2,0.293199,False
plasmid_6,114+,True,plasmid_6,114,3174,3.41882,0.573409,7,0.328607,True
plasmid_7,"143-,132-,147-,98+,125-,81-,129-,146-,71+,146+",False,plasmid_7,98,26786,1.08757,0.251101,51,0.373479,False
plasmid_8,99+,True,plasmid_8,99,5151,5.020212,0.559503,7,0.369443,True
plasmid_9,121+,True,plasmid_9,121,1804,10.751052,0.868625,2,0.511641,False
plasmid_10,"5-,124-,112+,149-",False,plasmid_10,112,71248,1.493414,0.050008,10,0.40505,False
plasmid_11,"17-,142-,112+,149-",False,plasmid_11,112,47732,0.878421,0.075903,12,0.374047,False
plasmid_12,"124-,112+",True,plasmid_12,112,3893,4.398883,0.896224,9,0.496275,False
plasmid_13,"142-,112+",True,plasmid_13,112,3363,0.51109,0.922985,4,0.492417,False
plasmid_14,"79+,140-,125-",True,plasmid_14,79,9407,1.032177,0.864356,11,0.350058,False
plasmid_15,"129+,145+",False,plasmid_15,129,362,0.449425,0.787293,18,0.403315,False
plasmid_16,"147+,132+,143+",False,plasmid_16,132,380,2.028989,0.642105,2,0.389474,False
plasmid_17,123+,False,plasmid_17,123,1097,3.534493,0.711942,5,0.350957,False
