,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"1+,54+,36+,51+,58-,40+,16+,41+",False,plasmid_0,51,452244,1.008859,0.01049,7,0.377526,False
plasmid_1,"56-,37+,7-,42+,36+,51+,58-,40+",False,plasmid_1,51,163492,1.479119,0.042614,16,0.41095,False
plasmid_2,"18-,54+,36+,51+,58-,40+",False,plasmid_2,51,47996,0.911387,0.109655,15,0.382574,False
plasmid_3,"22+,44+,53-,32-,53+",True,plasmid_3,22,33174,0.994682,0.867999,106,0.360644,False
plasmid_4,38+,True,plasmid_4,38,2460,0.79879,0.508537,16,0.39878,True
plasmid_5,"6-,42+,36+,57+,40+",False,plasmid_5,40,161850,1.059751,0.038764,27,0.384294,False
plasmid_6,"42+,36+,57+,40+",True,plasmid_6,40,5691,2.588804,0.88842,11,0.502021,False
plasmid_7,"58-,40+",False,plasmid_7,40,1795,0.302272,0.872981,2,0.513649,False
plasmid_8,54+,False,plasmid_8,54,80,0.391592,0.925,1,0.475,False
plasmid_9,"2-,48-,44+,52+,33+,39-,48-",False,plasmid_9,33,267452,0.837512,0.020434,73,0.374882,False
plasmid_10,"44-,48+",False,plasmid_10,48,707,1.457263,0.435644,7,0.37058,False
