,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"17+,71+,58+,88-,93+,75+,89+,98-,66-,20+,82+",False,plasmid_0,89,135939,1.301295,0.016838,12,0.395817,False
plasmid_1,"5-,92+,58+,88-,93+,75+,89+,98-,66-,99+,12+",False,plasmid_1,89,236434,0.990066,0.00774,6,0.378939,False
plasmid_2,"51+,64+,85-,68+,86-,31-,76-,90+,61+,60+",True,plasmid_2,60,36019,0.866388,0.772176,143,0.358866,False
plasmid_3,45+,True,plasmid_3,45,7493,0.431258,0.806353,9,0.320566,False
plasmid_4,"69+,87-,62+,87-,38+",True,plasmid_4,38,13127,0.57444,0.763084,47,0.353241,True
plasmid_5,"70+,65-,80-,76-,91+,50+",True,plasmid_5,50,9760,0.779937,0.663627,57,0.35584,False
plasmid_6,48+,False,plasmid_6,48,6329,0.358162,0.562174,14,0.330858,False
plasmid_7,52+,True,plasmid_7,52,5121,14.061155,0.703964,8,0.368287,True
plasmid_8,27+,True,plasmid_8,27,26754,1.197922,0.592659,46,0.367123,False
plasmid_9,59+,True,plasmid_9,59,2567,1.39919,0.514219,5,0.386443,False
plasmid_10,"66+,98+",True,plasmid_10,66,1795,12.365536,0.872981,2,0.513649,False
plasmid_11,"4-,71+,58+",False,plasmid_11,71,159126,1.063322,0.011268,24,0.382791,False
plasmid_12,"71+,58+,88-,94-",False,plasmid_12,71,3429,7.949436,0.167687,8,0.506562,False
plasmid_13,"24-,92+,58+",False,plasmid_13,92,45312,0.823441,0.015647,11,0.376655,False
plasmid_14,"92+,58+,88-,93+",False,plasmid_14,92,2899,0.537204,0.06554,3,0.504657,False
plasmid_15,92+,False,plasmid_15,92,80,1.114187,0.925,1,0.475,False
plasmid_16,"80+,54+",False,plasmid_16,80,4389,0.815079,0.061517,15,0.374801,False
