,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"16+,37-,7+,34-,19+,34+,54+,53+,20-,33-,42-,38-,28+,49+,32-,44+,9-",False,plasmid_0,49,274606,1.03158,0.126334,156,0.373641,False
plasmid_1,"3-,33-,6-,38-,28+,49+,32-,5+,37-,14-,34+,54+,15+,39+,22+,35-,31+,30+,35-,24-,35+,12+,36+,27+,36+,35+,25-,30+",False,plasmid_1,49,831675,1.024697,0.097284,406,0.378008,False
plasmid_2,"34-,13+,54-,34-,2+,50-,28+,49+,32-,44+,51+,4-",False,plasmid_2,49,748123,1.052322,0.020859,31,0.379868,False
plasmid_3,"28-,38+",True,plasmid_3,38,3807,4.932748,0.91647,9,0.49803,False
plasmid_4,32+,True,plasmid_4,32,1815,7.087238,0.863361,2,0.510193,False
plasmid_5,"57-,48-,52-,56-,48-,1+,45+,11+,50-,28+,59-",False,plasmid_5,28,922201,0.864824,0.007806,18,0.371982,False
plasmid_6,50+,False,plasmid_6,50,80,1.125669,0.925,1,0.475,False
plasmid_7,"34-,8-,34+",False,plasmid_7,34,100180,1.035612,0.018806,3,0.372839,False
plasmid_8,"23+,34+",False,plasmid_8,34,6936,0.489973,0.163495,4,0.313725,False
plasmid_9,"40-,36+",False,plasmid_9,36,1024,0.503536,0.658203,4,0.382812,False
