,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,34+,False,plasmid_0,34,802,1.172224,0.695761,2,0.260599,False
plasmid_1,"41+,32-,27+,45+,59-",True,plasmid_1,27,6202,1.522661,0.605611,12,0.311996,False
plasmid_2,"44+,42-,55-,57-,28+,33+,31-,39-,24-,33-,40+,62+,51+,45+,59-",True,plasmid_2,28,12456,1.383436,0.70737,92,0.358542,False
plasmid_3,"58+,37-,20-,32+,50+,30+,50-",True,plasmid_3,30,17050,1.130598,0.781349,42,0.344457,False
plasmid_4,"44+,42-,55-,19+,35-,21+,57+,55+",True,plasmid_4,21,26444,1.932938,0.514181,123,0.344653,False
plasmid_5,"41+,32-,18+,35-,26+,42+,44-",True,plasmid_5,18,23363,1.221411,0.372512,34,0.335659,False
plasmid_6,"45-,51-,62-,23+,57+,55+,42+,44-",True,plasmid_6,23,7123,1.146199,0.48547,23,0.366138,False
plasmid_7,"25-,57+,55+,42+,44-",True,plasmid_7,42,5411,0.950376,0.394567,21,0.38625,False
plasmid_8,42+,False,plasmid_8,42,271,2.615553,0.841328,12,0.332103,False
plasmid_9,"37+,39+,47+,32+,50+",True,plasmid_9,32,2258,0.742418,0.345881,5,0.334367,False
