,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"4-,51+,39+,50+,41+,17+",False,plasmid_0,50,284712,1.02162,0.016662,7,0.376911,False
plasmid_1,"23+,51+,39+,50+,41+",False,plasmid_1,50,37836,1.100568,0.1391,15,0.386352,False
plasmid_2,18+,True,plasmid_2,18,68605,0.882103,0.853524,149,0.340194,False
plasmid_3,"38-,45+,24+",True,plasmid_3,24,27276,1.130533,0.887227,110,0.363873,False
plasmid_4,31+,True,plasmid_4,31,9790,0.724795,0.71522,40,0.329111,False
plasmid_5,"5+,42-,27+,42-,20+",False,plasmid_5,27,257012,1.036365,0.040438,20,0.373099,False
plasmid_6,41+,True,plasmid_6,41,1795,9.905442,0.872981,2,0.513649,False
plasmid_7,"14-,44-,39+",False,plasmid_7,39,95478,1.420882,0.037317,10,0.402501,False
plasmid_8,"7-,44-,39+",False,plasmid_8,39,159781,1.141173,0.029459,25,0.383093,False
plasmid_9,"44-,39+",True,plasmid_9,39,3889,4.858681,0.897146,9,0.496786,False
plasmid_10,"51+,39+",True,plasmid_10,39,3359,0.554298,0.924085,4,0.493004,False
plasmid_11,51+,False,plasmid_11,51,80,0.619638,0.925,1,0.475,False
plasmid_12,40+,False,plasmid_12,40,2740,0.365337,0.892701,48,0.323358,False
plasmid_13,"29+,42+,32+",False,plasmid_13,42,21614,0.723123,0.044832,4,0.344129,False
plasmid_14,"30-,42+",False,plasmid_14,42,10952,0.443231,0.088477,4,0.316837,False
plasmid_15,"15-,45+,46+,1+",False,plasmid_15,46,342358,0.960152,0.004361,17,0.376363,False
plasmid_16,"45+,46+",False,plasmid_16,46,705,0.647347,0.651064,16,0.371631,False
