,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"1+,36+,19-,33+,20+,4+,24+,19-",False,plasmid_0,33,1137637,1.012301,0.012838,30,0.376588,False
plasmid_1,"26-,2-,21+,18+,26+,25+,34+,29-,21+,10+,36+,19-,33+,20+,37-,3-,22-,16-,22-,9-,22+,15-,22-,12+,31+",False,plasmid_1,33,1086062,0.954992,0.038579,171,0.370736,False
plasmid_2,"7+,24+,19-,33+,20+,37-,30-,5-,30+",False,plasmid_2,33,445703,1.046327,0.026847,38,0.384076,False
plasmid_3,"23+,8+",True,plasmid_3,8,76453,1.317298,0.815338,154,0.336769,True
plasmid_4,"25+,34+,17+,25-,27+,13+,23-",True,plasmid_4,13,31786,1.068422,0.863462,113,0.362424,False
plasmid_5,"31+,31+,28+,32+,14+,27-,25+,34+,6+",False,plasmid_5,14,194493,0.882432,0.087098,67,0.365221,False
plasmid_6,20+,True,plasmid_6,20,1795,2.294794,0.872981,2,0.513649,False
plasmid_7,"19+,36-",True,plasmid_7,19,3359,1.057603,0.924085,4,0.493599,False
plasmid_8,24+,False,plasmid_8,24,610,0.75663,0.752459,6,0.514754,False
plasmid_9,21+,False,plasmid_9,21,1681,0.393363,0.785247,5,0.393813,False
plasmid_10,25+,False,plasmid_10,25,373,0.588118,0.506702,1,0.367292,False
