,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"28+,23+,28-,61+,44-,59+,40+,43+,28+,16+,62+,25+,58+,27+,15-,33+",False,plasmid_0,58,85317,1.066781,0.182308,110,0.376642,False
plasmid_1,"64-,4+,32-,37-,38+,3+,34+,25+,58+,27+,64-,54+,52-,11+,57+,7-,34+",False,plasmid_1,58,818634,1.053837,0.028642,79,0.38399,False
plasmid_2,"61+,2-,43-,40-,59-,5+,26+,1+,62+,25+,58+,27+,64-,55+",False,plasmid_2,58,1340536,0.983414,0.015469,88,0.371683,False
plasmid_3,"66+,53+,12+",True,plasmid_3,12,68770,1.615029,0.842228,145,0.339988,True
plasmid_4,"60+,24+,60-,40+,42+,19+,48-,45-,47-,47-",True,plasmid_4,19,24310,0.748246,0.57536,60,0.311929,False
plasmid_5,"51-,56-,35+,50+,46-,57-,18+,42-,40-,60+",True,plasmid_5,18,23891,1.127046,0.840986,77,0.362773,False
plasmid_6,"32-,36-,38+,8+,31-,21+,63-,31-,13+,31+",False,plasmid_6,21,239372,1.019467,0.047466,20,0.372266,False
plasmid_7,"29-,41+,39-,14+,49+,50-,35-,56+,51+",True,plasmid_7,14,59098,1.365509,0.533098,54,0.35211,False
plasmid_8,27+,True,plasmid_8,27,1749,1.608257,0.895941,2,0.516867,False
plasmid_9,25+,True,plasmid_9,25,3279,1.726195,0.924062,3,0.493443,False
plasmid_10,"47-,17+,31+,63+,20-",False,plasmid_10,31,44781,0.790082,0.021639,4,0.307943,False
plasmid_11,40+,False,plasmid_11,40,373,0.440676,0.506702,1,0.367292,False
