,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"75+,24-,52+,75+,39+,52+,74-,26+,52+",True,plasmid_0,39,38897,1.575359,0.399362,60,0.376456,False
plasmid_1,"52-,24+",False,plasmid_1,24,19961,0.352174,0.638996,58,0.363158,False
plasmid_2,"54+,10-,42+,12-,77-,51-,29+,47+,35-,51+,78-,20+,77-",False,plasmid_2,47,212993,1.067062,0.055222,36,0.373153,False
plasmid_3,"70-,7-,47+,28-,51+,77+,8+",False,plasmid_3,47,319192,0.877848,0.006714,3,0.359577,False
plasmid_4,47+,False,plasmid_4,47,1241,1.389774,0.952458,2,0.435133,False
plasmid_5,"73+,11+,50+,6-,54-",False,plasmid_5,50,258384,1.250727,0.003715,1,0.390535,False
plasmid_6,"27+,50+,30+,51+",False,plasmid_6,50,24066,0.49959,0.079781,2,0.334331,False
plasmid_7,"82+,63+,61-,46+,51+",True,plasmid_7,51,2885,1.674245,0.332756,1,0.361525,False
plasmid_8,"62+,25-,51+",False,plasmid_8,51,19739,0.938269,0.048635,1,0.369269,False
plasmid_9,"31+,33-",True,plasmid_9,31,13939,1.694383,0.627305,21,0.336179,False
plasmid_10,"31+,22-,56-",False,plasmid_10,31,32969,0.608128,0.188965,13,0.342018,False
plasmid_11,"52-,15-,52+",True,plasmid_11,52,55004,2.066619,0.344102,51,0.352538,False
