,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"74-,116+,61-,172+,140-,151+,113+",False,plasmid_0,116,1099,4.407873,0.148317,2,0.465878,False
plasmid_1,"31-,58+,18+,105-,86+,133+,128+,213+,56-,67-,44+",True,plasmid_1,44,65125,1.064127,0.773497,212,0.340115,False
plasmid_2,"86+,133+,128+,212+",False,plasmid_2,86,377,1.984731,0.392573,1,0.371353,False
plasmid_3,"5+,117-,58+,78+,49+,65+,63-,81-,45-,53-,50-,48-,78-",False,plasmid_3,49,164198,0.98,0.030463,33,0.375851,False
plasmid_4,"33+,51+,84+,42-,84+",True,plasmid_4,33,12746,0.662872,0.785894,47,0.354229,False
plasmid_5,"52+,95-,243+",False,plasmid_5,52,1006,0.412125,0.420477,2,0.32505,False
plasmid_6,"54+,20+,139+,60+",False,plasmid_6,139,45092,1.072291,0.004214,3,0.378648,False
plasmid_7,"26-,54+,30+,139+,60+",False,plasmid_7,139,45540,0.866224,0.015569,11,0.364822,False
plasmid_8,"139+,60+,270+,192+",False,plasmid_8,139,657,8.712204,0.289193,3,0.482496,False
plasmid_9,"22+,57+",False,plasmid_9,57,33289,1.562464,0.016011,7,0.404097,False
plasmid_10,"10-,57+",False,plasmid_10,57,121161,1.154557,0.013841,22,0.381187,False
plasmid_11,57+,False,plasmid_11,57,610,4.635862,0.752459,6,0.514754,False
plasmid_12,"154+,27+,43-,71-,50+",False,plasmid_12,50,23609,0.846413,0.091491,6,0.363844,False
plasmid_13,"75-,29+,43+",False,plasmid_13,43,20711,0.719989,0.063734,5,0.353001,False
plasmid_14,43+,True,plasmid_14,43,1682,1.830096,0.78478,5,0.393579,False
plasmid_15,"58+,78+,2+",False,plasmid_15,78,215606,0.968737,0.01249,10,0.374985,False
