,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"5-,97+,47+,95+,54+,19+,63+",False,plasmid_0,95,240237,1.014666,0.019747,7,0.379138,False
plasmid_1,"17+,67+,47+,95+,54+",False,plasmid_1,95,71323,1.411893,0.07295,13,0.413667,False
plasmid_2,"21-,97+,47+,95+,54+",False,plasmid_2,95,48700,0.923985,0.10807,15,0.380965,False
plasmid_3,42+,True,plasmid_3,42,4450,0.44068,0.833258,16,0.315955,False
plasmid_4,"79+,96-,34+,89+,85-,66-,18-,60-,92+,77-,59-,94+,88-,79+,40-",True,plasmid_4,34,82424,0.886808,0.840071,245,0.342655,False
plasmid_5,45+,True,plasmid_5,45,4349,0.435974,0.561278,4,0.307657,False
plasmid_6,"30+,80-,72+,64+,43+,75-,46+,69+,36+,87+,61+,91+,41+,93+,58-,53+,96+,79-,88+,94-",True,plasmid_6,41,41895,1.126202,0.580356,76,0.360616,False
plasmid_7,"78+,92-,49-,37+,49+",True,plasmid_7,37,14269,0.722856,0.729273,75,0.357348,False
plasmid_8,44+,True,plasmid_8,44,4410,0.937435,0.729932,4,0.370068,False
plasmid_9,"62-,26-,62+,16+,62-,29+,62-,25+",False,plasmid_9,29,117737,0.823746,0.104122,19,0.366588,False
plasmid_10,51+,True,plasmid_10,51,2392,0.829163,0.560619,20,0.345736,False
plasmid_11,54+,True,plasmid_11,54,1795,4.858069,0.872981,2,0.513649,False
plasmid_12,"6-,67+,47+",False,plasmid_12,47,160201,1.052665,0.029382,25,0.382732,False
plasmid_13,"67+,47+",True,plasmid_13,47,3889,2.447681,0.897146,9,0.4973,False
plasmid_14,97+,False,plasmid_14,97,80,0.304652,0.925,1,0.475,False
plasmid_15,"76+,46+,69+,36+,86-",True,plasmid_15,46,12949,0.769151,0.682138,31,0.369218,False
plasmid_16,"88-,79+",False,plasmid_16,79,589,1.716592,0.320883,1,0.371817,False
