,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"59+,56-,68-,54+,68+",True,plasmid_0,54,3477,0.857014,0.757837,5,0.342824,False
plasmid_1,"34-,53+,37+,73+,67+",True,plasmid_1,37,24734,0.716483,0.438182,10,0.382348,False
plasmid_2,41+,True,plasmid_2,41,4698,5.258601,0.586207,4,0.383993,True
plasmid_3,"61+,22-,55+,69-,5-,51+,33+,57+,9-,50+,38+",False,plasmid_3,55,334400,1.014453,0.065505,24,0.377862,False
plasmid_4,"45-,28+,52+,3+,55+,69-,21+",False,plasmid_4,55,280008,1.026473,0.008464,3,0.378246,False
plasmid_5,"48+,14+,55+,69-,20+,51-,15-",False,plasmid_5,55,208625,0.988905,0.006428,3,0.372587,False
plasmid_6,"53-,17-,51-,1+,55+,69-,26+",False,plasmid_6,55,555661,0.926066,0.004274,4,0.374172,False
plasmid_7,"73-,35+,55+,40+",False,plasmid_7,55,18292,0.898202,0.06511,2,0.359993,False
plasmid_8,"55+,69-",False,plasmid_8,55,1336,1.771921,0.891467,2,0.427395,False
plasmid_9,"48+,16+,52+,7+",False,plasmid_9,52,179465,1.002239,0.00657,1,0.377149,False
plasmid_10,"65-,2-,52+,31-,70+,51-,12-,66-",False,plasmid_10,52,391460,0.987811,0.003395,2,0.371458,False
plasmid_11,52+,False,plasmid_11,52,1338,1.417222,0.881166,1,0.345291,False
plasmid_12,"46+,56+,25-,60-,72-,29+,60-",True,plasmid_12,56,65865,0.506354,0.339862,50,0.365672,False
plasmid_13,"56+,43+",False,plasmid_13,56,4638,0.416486,0.229194,2,0.315006,False
plasmid_14,56+,False,plasmid_14,56,1139,0.935368,0.933275,2,0.357331,False
plasmid_15,"66-,10+,57+,11+,61-",False,plasmid_15,57,164344,0.930274,0.005531,1,0.370801,False
plasmid_16,"32+,57+",False,plasmid_16,57,20359,0.661767,0.224962,7,0.360823,False
plasmid_17,"67+,72+,60+",False,plasmid_17,60,793,2.273963,0.824716,4,0.360656,False
plasmid_18,23+,True,plasmid_18,23,41297,0.482101,0.637383,72,0.348936,False
