,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"15+,55-,45-,56+,42+,57+,28+,60-,50+,37+",False,plasmid_0,56,71983,0.979921,0.081478,17,0.374505,False
plasmid_1,"6-,48-,3+,45-,56+,42+,51+,46+,60-,50+,65+,21+",False,plasmid_1,56,395677,1.018003,0.014858,16,0.379251,False
plasmid_2,"30-,54-,47+,7+,58-,55-,45-,56+,42+,51+,13-,63+,65-,50-,60+",False,plasmid_2,56,174950,1.050688,0.101075,65,0.385762,False
plasmid_3,"34-,65-,50-,62-,41+",True,plasmid_3,41,15052,0.553152,0.522588,80,0.334906,False
plasmid_4,"16+,49+,44+",True,plasmid_4,16,38293,0.54953,0.790118,80,0.36145,False
plasmid_5,24+,True,plasmid_5,24,26460,0.800614,0.816062,58,0.365608,False
plasmid_6,32+,True,plasmid_6,32,11354,0.575353,0.650872,21,0.337414,False
plasmid_7,36+,True,plasmid_7,36,9331,5.263395,0.745151,9,0.371664,True
plasmid_8,39+,True,plasmid_8,39,5144,6.864042,0.700816,8,0.368585,True
plasmid_9,33+,True,plasmid_9,33,10333,0.459362,0.457273,22,0.347527,False
plasmid_10,"45-,66+,42+,57+,18+",False,plasmid_10,42,38756,1.054866,0.120523,6,0.395294,False
plasmid_11,"42+,51+",True,plasmid_11,42,3893,1.246753,0.896224,9,0.497046,False
plasmid_12,45+,True,plasmid_12,45,1865,1.231098,0.840214,2,0.504021,False
plasmid_13,"47+,22+,53+,53+,1-",False,plasmid_13,53,728877,0.898879,0.00373,13,0.3728,False
plasmid_14,53+,False,plasmid_14,53,408,0.830447,0.713235,3,0.35049,True
plasmid_15,"27+,48+,9+,61-,50+,65+,64+",False,plasmid_15,50,117467,1.010777,0.005738,3,0.375688,False
plasmid_16,"26-,61-,50+,65+,64+",False,plasmid_16,50,22598,0.91604,0.02664,2,0.363218,False
plasmid_17,"4+,62+,50+,65+",False,plasmid_17,50,206787,1.007685,0.002911,2,0.37543,False
plasmid_18,"61-,50+,65+",False,plasmid_18,50,1005,3.028473,0.599005,2,0.364179,False
