,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"19+,62-,20+,51+,37-,82+,42+,18+",False,plasmid_0,82,117187,1.221692,0.046746,14,0.390564,False
plasmid_1,"3+,54+,23-,85-,37-,82+,42+,69+,14+",False,plasmid_1,82,364808,1.022958,0.014427,15,0.377308,False
plasmid_2,"5+,43-,1-,51+,37-,82+,42+,69+,65-,7+",False,plasmid_2,82,655228,1.0719,0.010995,34,0.380742,False
plasmid_3,47+,False,plasmid_3,47,1026,0.350613,0.730994,3,0.262183,False
plasmid_4,"28+,83+,81-,55+,22+,64-,34-,46-,44+,67-,46+,30+",True,plasmid_4,28,48130,1.035354,0.519011,136,0.361687,False
plasmid_5,"25+,56-,59+,63+,53+,70-,27+",True,plasmid_5,27,28840,0.818505,0.741227,115,0.339702,False
plasmid_6,"41-,93-,60+,92+,90-,31-,75-,61-,64+,40+,72-,91-,60-,73-,33+",True,plasmid_6,33,18086,0.791209,0.754838,46,0.348944,False
plasmid_7,"67-,46+,35+,87-,72-,91-,60-,73-,29+",True,plasmid_7,35,16621,0.717684,0.753866,60,0.340774,False
plasmid_8,"32+,46-",True,plasmid_8,32,6338,0.473636,0.614389,16,0.30467,False
plasmid_9,38+,True,plasmid_9,38,3229,5.860082,0.563642,7,0.329514,True
plasmid_10,42+,True,plasmid_10,42,1641,9.258794,0.954906,2,0.527118,False
plasmid_11,"100-,37+,85+,17-,54-",False,plasmid_11,37,48770,1.016087,0.063646,4,0.383084,False
plasmid_12,"37+,51-",True,plasmid_12,37,3893,4.528092,0.896224,9,0.497046,False
plasmid_13,"37+,85+",True,plasmid_13,37,3363,0.442836,0.922985,4,0.49331,False
plasmid_14,"67-,46+",False,plasmid_14,46,1366,1.362049,0.571742,5,0.374085,False
plasmid_15,"73+,60+,92+,90-,57+",False,plasmid_15,73,1068,0.867725,0.403558,6,0.36236,False
plasmid_16,"93-,60+,92+",False,plasmid_16,60,456,1.122096,0.535088,2,0.368421,False
