,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"84+,17-,69-,97-,89+,60+,92+,9+",False,plasmid_0,89,170941,1.089452,0.027752,7,0.383161,False
plasmid_1,"69-,97-,89+,60+,73+,48-,52-,93+",False,plasmid_1,89,18404,1.951854,0.28271,13,0.430396,False
plasmid_2,"30-,78+,90-,65-,88+,62+,88+,72-,67+,81+,78+,91-,51-,91+",True,plasmid_2,62,41341,0.992263,0.830193,194,0.357659,False
plasmid_3,63+,True,plasmid_3,63,2460,0.986708,0.736179,15,0.398374,True
plasmid_4,"21-,92-,60-,96-,69+,100+,38+",False,plasmid_4,69,63818,0.966545,0.081325,14,0.378326,False
plasmid_5,"92-,60-,96-,69+",True,plasmid_5,69,5161,3.19502,0.905057,6,0.500484,False
plasmid_6,69+,False,plasmid_6,69,1763,0.789749,0.888826,2,0.516166,False
plasmid_7,"73+,8+",False,plasmid_7,73,120911,1.08669,0.01387,22,0.381024,False
plasmid_8,"24+,70+,3-,74-",False,plasmid_8,70,173991,1.131871,0.007587,5,0.386968,False
plasmid_9,"20+,70+,26-",False,plasmid_9,70,88777,1.091679,0.014869,5,0.378071,False
plasmid_10,"61+,70+,71-",False,plasmid_10,70,5567,1.032601,0.237112,5,0.355128,False
plasmid_11,"70+,64-",True,plasmid_11,70,4026,0.975679,0.327869,5,0.365872,False
plasmid_12,70+,False,plasmid_12,70,1681,1.051731,0.785247,5,0.393813,False
plasmid_13,"7-,81+,78+,90-,13-",False,plasmid_13,81,204192,0.953477,0.007189,16,0.377787,False
plasmid_14,"81+,78+",False,plasmid_14,81,704,0.945834,0.616477,15,0.370739,False
