,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"74-,83+,77+,84-",False,plasmid_0,83,1311,6.568435,0.124333,2,0.47521,False
plasmid_1,43+,True,plasmid_1,43,10817,0.424346,0.769622,16,0.329944,False
plasmid_2,"59+,101-,68+,34-,103+,68+,66+,31-",True,plasmid_2,66,61107,0.933261,0.481025,66,0.357635,False
plasmid_3,"49+,102+,68+,54+",True,plasmid_3,54,11655,0.459703,0.370056,5,0.322351,False
plasmid_4,52+,False,plasmid_4,52,5253,0.320679,0.764135,18,0.340948,False
plasmid_5,40+,True,plasmid_5,40,18584,0.552458,0.789173,38,0.351754,False
plasmid_6,"75-,73+,2+,68-",False,plasmid_6,73,169262,1.404826,0.007391,11,0.398908,False
plasmid_7,"75-,73+,6+",False,plasmid_7,73,132390,1.141467,0.013543,24,0.384357,False
plasmid_8,"95-,89-,104-,105-,75-,73+",False,plasmid_8,73,1401,3.899953,0.410421,8,0.512491,False
plasmid_9,"78-,23+,92+,75+",False,plasmid_9,92,47584,0.948831,0.003993,3,0.376765,False
plasmid_10,"32-,78-,39-,92+,75+",False,plasmid_10,92,47135,0.786546,0.015042,11,0.365249,False
plasmid_11,"92+,75+",False,plasmid_11,92,596,0.691084,0.318792,3,0.469799,False
plasmid_12,92+,False,plasmid_12,92,80,0.675437,0.925,1,0.475,False
plasmid_13,"68+,20+,67+,29+",False,plasmid_13,68,88969,1.328771,0.01777,8,0.39144,False
plasmid_14,"68+,9-",False,plasmid_14,68,105889,0.858906,0.005685,2,0.367592,False
