,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"2-,66+,35+,63+,39+,16-,46-",False,plasmid_0,63,444764,1.00523,0.010666,7,0.374794,False
plasmid_1,"67-,5+,45-,49+,48-,3+,47+,35+,63+,39+,67-,61+,60-,4-,60+,62-,67+",False,plasmid_1,63,842486,1.065711,0.031666,69,0.384367,False
plasmid_2,"36+,36+,43+,40-,33+,53+,51-,64-,55-,40-,17-,66+,35+,63+,39+",True,plasmid_2,63,53641,0.944511,0.32656,122,0.380101,False
plasmid_3,"44+,40+,26+",False,plasmid_3,44,13160,1.048708,0.171809,6,0.371429,False
plasmid_4,"42+,12+",True,plasmid_4,12,68770,1.343222,0.81031,147,0.340003,True
plasmid_5,"65-,32+,65+,51+,52-,19+,42-",True,plasmid_5,19,31413,1.055813,0.80142,111,0.362111,False
plasmid_6,"9-,41-,25+,41-,13-,41+,23-,41-,22-",False,plasmid_6,25,230297,0.8904,0.053544,20,0.362514,False
plasmid_7,39+,False,plasmid_7,39,1748,2.854409,0.896453,2,0.517162,False
plasmid_8,"7+,47+,35+",False,plasmid_8,35,159672,1.035203,0.029479,26,0.383135,False
plasmid_9,"47+,35+",True,plasmid_9,35,3889,1.177098,0.897146,9,0.496786,False
plasmid_10,"57-,37-,40+",True,plasmid_10,40,3797,0.822112,0.347643,5,0.335001,False
plasmid_11,"52+,51-",False,plasmid_11,52,704,1.546828,0.660511,16,0.370739,False
plasmid_12,"1-,53+,51-",False,plasmid_12,53,499646,0.970531,0.001175,17,0.374629,False
