,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"27-,37-,42+,70-,95-,55-,96+,12+",True,plasmid_0,12,68758,0.954129,0.810917,139,0.340004,True
plasmid_1,"9-,38+,7-,107+,80+,85+,21+,99-,88-,94+,94+",False,plasmid_1,21,315166,0.902365,0.037821,18,0.364668,False
plasmid_2,"60-,76+,47-,64+,90-,58-,32+,41+,92+,54+,49+,31+,75+,61+,67+,44-,71-,95+,70+",True,plasmid_2,67,16280,1.199912,0.354975,25,0.362346,False
plasmid_3,"28+,81-,77+,52+,96-",True,plasmid_3,28,5482,1.467822,0.540861,8,0.377235,False
plasmid_4,"33-,62+,34+,56-,72+,82-,68-,98-,85-,80-,106+,26+,106-",True,plasmid_4,26,14105,0.944297,0.453031,17,0.351932,False
plasmid_5,20+,True,plasmid_5,20,19213,0.89378,0.697236,36,0.344506,False
plasmid_6,"69+,42-,36+",False,plasmid_6,36,3742,1.680252,0.25628,7,0.371459,False
plasmid_7,"50+,31+,74+",True,plasmid_7,31,3796,1.332322,0.67176,10,0.381191,False
plasmid_8,31+,False,plasmid_8,31,2339,0.412137,0.911928,6,0.407012,False
plasmid_9,"94+,17-,48+,22+,48-,24+,48-,11+,48+,2+,110+",False,plasmid_9,48,526555,0.969102,0.029173,20,0.366727,False
