,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"59-,67+,69+,71-,39-",False,plasmid_0,69,22968,0.934351,0.263497,19,0.348441,False
plasmid_1,"44+,80-,79+,43+,24+",True,plasmid_1,24,58059,1.262467,0.816411,128,0.342686,False
plasmid_2,"51-,70+,73-,58+,73-,43-,78-,80+,77-,84-,57-,84-,66-,70-,56+",True,plasmid_2,56,38095,1.33835,0.843707,101,0.363932,False
plasmid_3,"73+,58-,73+,70-,50+",True,plasmid_3,50,12473,0.467779,0.706085,29,0.346188,False
plasmid_4,48+,True,plasmid_4,48,6962,0.447615,0.48578,4,0.307239,False
plasmid_5,"62+,70+,55+,67-,28-",False,plasmid_5,62,37190,0.953194,0.210298,21,0.355741,False
plasmid_6,66+,False,plasmid_6,66,1344,0.364183,0.813988,2,0.360863,False
plasmid_7,57+,False,plasmid_7,57,4063,0.403511,0.828698,11,0.378292,False
plasmid_8,31+,True,plasmid_8,31,24026,1.175717,0.486515,20,0.374303,False
plasmid_9,"22+,68+,35+,7-",False,plasmid_9,68,181049,1.083868,0.005302,1,0.384537,False
plasmid_10,"76+,20+,68+,4+",False,plasmid_10,68,220837,1.013137,0.004347,1,0.374851,False
plasmid_11,"23+,68+,30+,68+,2+,65-,9+,72+",False,plasmid_11,68,425176,0.997024,0.005146,3,0.375235,False
plasmid_12,"19+,68+,33-",False,plasmid_12,68,73641,0.976809,0.013036,1,0.374289,False
plasmid_13,"72-,21-,68+,17-",False,plasmid_13,68,91808,0.896436,0.010457,1,0.366123,False
plasmid_14,"52+,68-,40-,68+,45+",False,plasmid_14,68,33788,0.566236,0.056825,1,0.32331,False
plasmid_15,"61+,68+",False,plasmid_15,68,4158,0.619807,0.23088,1,0.327321,False
plasmid_16,67+,False,plasmid_16,67,1242,0.88013,0.936393,4,0.367955,False
