,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"107+,159-,5-",False,plasmid_0,107,84433,0.860618,0.056317,5,0.370151,False
plasmid_1,93+,True,plasmid_1,93,5584,0.416123,0.9024,6,0.309635,False
plasmid_2,105+,True,plasmid_2,105,4775,0.403893,0.749529,4,0.287749,False
plasmid_3,"118+,164-,153+,94-,131-,110+,209-,196-,194+,222+,158+,197-,221-,207-,92-,150+,115-,114-,87-",True,plasmid_3,110,43193,1.001458,0.465376,50,0.339638,False
plasmid_4,"88-,163+,218+,211+,80+,134-,170+,177-,181+,206-,159+,33+,171+",False,plasmid_4,80,54316,1.030631,0.264821,24,0.357777,False
plasmid_5,"138-,177+,126+,134-,210+,164-,190+,218-,163-",True,plasmid_5,126,11097,0.769327,0.567,16,0.352618,False
plasmid_6,"106-,185-,39+,200+,176+,208-,183+,201+",True,plasmid_6,39,33609,0.919248,0.807165,56,0.349817,False
plasmid_7,"82+,167+,160+,98+,165+",True,plasmid_7,82,16698,0.765816,0.69128,35,0.32435,False
plasmid_8,"223+,142-,150+,205-,216+,202+,223+,109+",True,plasmid_8,109,8703,1.184148,0.673561,13,0.364472,False
plasmid_9,145+,True,plasmid_9,145,1986,0.396621,0.59567,3,0.306647,False
plasmid_10,135+,True,plasmid_10,135,2321,0.784785,0.551486,4,0.315381,False
plasmid_11,"90+,185+,157+,162+,132-,125+,207+,221+,220+,203+,158-,222-,195-,196+,209+,180-",True,plasmid_11,90,17875,1.274017,0.554797,25,0.359161,False
plasmid_12,101+,True,plasmid_12,101,5154,0.646155,0.465076,2,0.315095,False
plasmid_13,168+,False,plasmid_13,168,930,0.847608,0.629032,1,0.353763,False
plasmid_14,"201-,184-,208+,175-,200-,156-,117+,178+,169+,191-,174+,123+,149-,172+",True,plasmid_14,123,15415,1.538943,0.46085,29,0.368537,False
plasmid_15,"24+,159+,18+",False,plasmid_15,159,94776,0.881829,0.012377,1,0.378376,False
plasmid_16,"9+,159+,84+",False,plasmid_16,159,82903,0.826891,0.014149,1,0.374377,False
plasmid_17,"51+,159+,70+",False,plasmid_17,159,32054,0.79635,0.036594,1,0.370001,False
plasmid_18,"159+,95-",False,plasmid_18,159,6780,0.840541,0.173009,1,0.353392,False
plasmid_19,"159+,76+",False,plasmid_19,159,10296,0.586978,0.113928,1,0.330128,False
plasmid_20,"159+,217+",False,plasmid_20,159,1395,5.090717,0.84086,1,0.392115,False
plasmid_21,"48+,160+,158+,203-,214-,207-,125-,187-,216+,202+,223+",False,plasmid_21,158,27783,0.970026,0.135083,10,0.370298,False
plasmid_22,"196-,195+,222+,158+,203-,214-,207-",True,plasmid_22,158,2436,1.107428,0.487685,1,0.371511,False
plasmid_23,"160+,158+",True,plasmid_23,158,2651,1.575524,0.890607,6,0.378725,False
plasmid_24,"164+,210-",False,plasmid_24,164,1248,1.143974,0.884615,2,0.379808,False
plasmid_25,"66+,131+,204+",True,plasmid_25,66,16147,0.783185,0.741005,30,0.344089,False
plasmid_26,160+,False,plasmid_26,160,1324,2.005895,0.885952,5,0.362538,False
plasmid_27,"103-,117+,179+",True,plasmid_27,117,9226,1.171649,0.553436,18,0.365164,False
plasmid_28,177+,False,plasmid_28,177,694,0.363626,0.853026,5,0.364553,False
plasmid_29,131+,False,plasmid_29,131,2548,0.416182,0.767661,6,0.385793,False
plasmid_30,150+,False,plasmid_30,150,1651,0.321285,0.45427,4,0.400363,False
