,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"63+,8-,74+,49+,72+,54+,20-,60-",False,plasmid_0,72,159913,1.091098,0.029666,7,0.378381,False
plasmid_1,"7+,61+,49+,72+,54+",False,plasmid_1,72,141748,1.411027,0.036706,13,0.403738,False
plasmid_2,"2-,67-,66+,73+,46+,67-",False,plasmid_2,46,394338,0.901784,0.010833,71,0.374151,False
plasmid_3,"57-,19-,57-,21-,44+,56+,24+",True,plasmid_3,24,112712,1.12333,0.818839,197,0.346538,True
plasmid_4,"41+,36-,55-,12+",False,plasmid_4,41,113847,0.925638,0.058289,40,0.367168,False
plasmid_5,"23+,62+,52+",True,plasmid_5,23,32136,1.015263,0.824745,162,0.362895,False
plasmid_6,38+,False,plasmid_6,38,8345,0.383191,0.596765,12,0.293349,False
plasmid_7,"17-,58+,32+,58+,28-",False,plasmid_7,32,89247,0.981505,0.115645,19,0.376326,False
plasmid_8,54+,True,plasmid_8,54,1795,9.676706,0.872981,2,0.513649,False
plasmid_9,"5-,61+,49+",False,plasmid_9,49,159628,1.080662,0.029487,25,0.383147,False
plasmid_10,"35+,56-,22+,74+,49+",False,plasmid_10,49,48517,0.913903,0.101882,17,0.375992,False
plasmid_11,"61+,49+",True,plasmid_11,49,3889,4.954414,0.897146,9,0.4973,False
plasmid_12,"74+,49+",True,plasmid_12,49,3359,0.534069,0.924085,4,0.493599,False
plasmid_13,74+,False,plasmid_13,74,80,0.338704,0.925,1,0.475,False
plasmid_14,"33+,58+,30-,58-",False,plasmid_14,58,28704,0.509842,0.067482,4,0.335528,False
plasmid_15,56+,False,plasmid_15,56,1683,1.654726,0.784314,5,0.393345,False
plasmid_16,57+,False,plasmid_16,57,1406,2.337561,0.645092,4,0.389758,False
