,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"464+,461+,475+,481-,465-",False,plasmid_0,475,2269,12.656602,0.071838,2,0.490524,False
plasmid_1,237+,True,plasmid_1,237,4900,0.448883,0.837551,17,0.315306,False
plasmid_2,347+,True,plasmid_2,347,2640,0.660893,0.943939,2,0.42803,False
plasmid_3,"243+,407-,115-",True,plasmid_3,243,16633,0.875525,0.316119,64,0.361691,False
plasmid_4,182+,True,plasmid_4,182,6850,0.844458,0.91708,11,0.338832,False
plasmid_5,162+,True,plasmid_5,162,7755,0.682599,0.937718,2,0.424371,False
plasmid_6,341+,True,plasmid_6,341,2720,0.813439,0.897059,11,0.338235,False
plasmid_7,221+,True,plasmid_7,221,5404,0.510767,0.950962,4,0.418394,False
plasmid_8,274+,True,plasmid_8,274,3987,0.454764,0.983195,3,0.414848,False
plasmid_9,77+,True,plasmid_9,77,13641,0.559325,0.788359,41,0.334946,False
plasmid_10,89+,True,plasmid_10,89,12545,0.477097,0.926505,10,0.415783,False
plasmid_11,361+,True,plasmid_11,361,2427,0.536786,0.930779,2,0.413267,False
plasmid_12,335+,True,plasmid_12,335,2835,0.510758,0.951323,2,0.410935,False
plasmid_13,73+,True,plasmid_13,73,14258,0.941781,0.873334,26,0.348015,False
plasmid_14,136+,True,plasmid_14,136,8667,0.504084,0.889466,8,0.414792,False
plasmid_15,315+,True,plasmid_15,315,3237,0.370573,0.932654,2,0.409021,False
plasmid_16,291+,True,plasmid_16,291,3590,0.500779,0.94234,4,0.408078,False
plasmid_17,308+,True,plasmid_17,308,3379,0.475072,0.858834,3,0.415803,False
plasmid_18,317+,True,plasmid_18,317,3177,0.431199,0.884167,2,0.412968,False
plasmid_19,107+,True,plasmid_19,107,10827,0.42297,0.915766,9,0.409809,False
plasmid_20,336+,True,plasmid_20,336,2832,0.409596,0.862288,1,0.414195,False
plasmid_21,105+,True,plasmid_21,105,10935,0.481815,0.876543,11,0.411706,False
plasmid_22,69+,True,plasmid_22,69,14933,0.44117,0.959553,13,0.403603,False
plasmid_23,96+,True,plasmid_23,96,11408,0.491768,0.960992,8,0.402875,False
plasmid_24,342+,True,plasmid_24,342,2709,0.509143,0.952381,1,0.40347,False
plasmid_25,92+,True,plasmid_25,92,12371,0.512895,0.892571,10,0.408698,False
plasmid_26,379+,True,plasmid_26,379,2106,0.448486,0.88509,2,0.408832,False
plasmid_27,"225-,458+,480+,142+",True,plasmid_27,142,14835,0.393016,0.870509,22,0.402562,False
plasmid_28,393+,False,plasmid_28,393,1845,0.282673,0.998916,2,0.396748,False
plasmid_29,113+,True,plasmid_29,113,10337,0.409644,0.932669,7,0.403018,False
plasmid_30,82+,True,plasmid_30,82,13195,0.414639,0.927624,17,0.403259,False
plasmid_31,62+,True,plasmid_31,62,16062,0.505688,0.865334,14,0.40848,False
plasmid_32,"246+,482+,459+,467-",True,plasmid_32,246,6226,1.468777,0.428044,22,0.457758,False
plasmid_33,90+,True,plasmid_33,90,12532,0.469338,0.91813,11,0.403128,False
plasmid_34,42+,True,plasmid_34,42,23371,1.164153,0.854221,38,0.356339,False
plasmid_35,45+,True,plasmid_35,45,22737,0.956479,0.895105,51,0.360426,False
plasmid_36,241+,True,plasmid_36,241,4794,0.360288,0.921777,4,0.401752,False
plasmid_37,253+,True,plasmid_37,253,4491,0.415526,0.860833,4,0.407482,False
plasmid_38,252+,True,plasmid_38,252,4522,0.586998,0.708315,4,0.421716,False
plasmid_39,300+,True,plasmid_39,300,3450,0.461769,0.783478,4,0.414493,False
plasmid_40,102+,True,plasmid_40,102,11090,0.381669,0.930388,10,0.400361,False
plasmid_41,204+,True,plasmid_41,204,5909,0.519477,0.860552,4,0.406668,False
plasmid_42,249+,True,plasmid_42,249,4606,0.546451,0.666956,3,0.425098,False
plasmid_43,57+,True,plasmid_43,57,16998,0.379548,0.940169,14,0.398459,False
plasmid_44,302+,True,plasmid_44,302,3427,0.342467,0.975781,3,0.394806,False
plasmid_45,63+,True,plasmid_45,63,15807,0.535523,0.899159,30,0.401531,False
plasmid_46,80+,True,plasmid_46,80,13415,0.466348,0.924562,12,0.399031,False
plasmid_47,75+,True,plasmid_47,75,13864,0.466063,0.923399,12,0.398947,False
plasmid_48,223+,True,plasmid_48,223,5372,0.540191,0.809382,3,0.409531,False
plasmid_49,279+,True,plasmid_49,279,3929,0.52583,0.920336,2,0.398829,False
plasmid_50,183+,True,plasmid_50,183,6843,0.420051,0.884407,7,0.402017,False
plasmid_51,198+,True,plasmid_51,198,6102,0.568901,0.875778,6,0.402327,False
plasmid_52,150+,True,plasmid_52,150,8043,0.484711,0.783041,5,0.411041,False
plasmid_53,330+,True,plasmid_53,330,2927,0.445629,0.924496,1,0.397335,False
plasmid_54,267+,True,plasmid_54,267,4082,0.337054,0.869427,4,0.402254,False
plasmid_55,193+,True,plasmid_55,193,6272,0.373536,0.923151,4,0.397003,False
plasmid_56,"50+,462-",True,plasmid_56,50,20914,0.541635,0.858038,16,0.404753,False
plasmid_57,345+,True,plasmid_57,345,2650,0.499567,0.802642,3,0.407925,False
plasmid_58,192+,True,plasmid_58,192,6296,0.406024,0.884689,6,0.399936,False
plasmid_59,310+,False,plasmid_59,310,3343,0.320517,0.946754,3,0.393958,False
plasmid_60,295+,False,plasmid_60,295,3483,0.306144,0.677864,1,0.345679,False
plasmid_61,53+,True,plasmid_61,53,18876,0.449093,0.903793,14,0.39733,False
plasmid_62,371+,True,plasmid_62,371,2254,0.36185,0.926353,4,0.394854,False
plasmid_63,304+,True,plasmid_63,304,3416,0.348605,0.949649,4,0.392564,False
plasmid_64,51+,True,plasmid_64,51,19112,0.438973,0.872332,19,0.399906,False
plasmid_65,171+,True,plasmid_65,171,7369,0.39706,0.920749,5,0.395169,False
plasmid_66,311+,True,plasmid_66,311,3341,0.427639,0.881173,3,0.398683,False
plasmid_67,"19-,456-,78-,456-,386+",False,plasmid_67,386,72864,1.049253,0.164677,27,0.380792,False
plasmid_68,131+,True,plasmid_68,131,8879,0.438814,0.808424,7,0.405564,False
plasmid_69,219+,True,plasmid_69,219,5481,0.377418,0.877942,2,0.398832,False
plasmid_70,165+,True,plasmid_70,165,7652,0.373837,0.868531,6,0.399503,False
plasmid_71,324+,False,plasmid_71,324,3007,0.310915,0.946458,3,0.391753,False
plasmid_72,303+,True,plasmid_72,303,3426,0.395803,0.880035,3,0.39784,False
plasmid_73,186+,False,plasmid_73,186,6615,0.280656,0.945729,7,0.373847,False
plasmid_74,387+,True,plasmid_74,387,1975,0.336108,0.788354,4,0.358987,False
