,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"67-,93+,58+,81-,86+,1+,52+,10+,98+,36+,94+,44-,18-,56+",False,plasmid_0,94,651518,1.021992,0.007693,9,0.370799,False
plasmid_1,"83+,74-,85+,70+,62-,3-,61-,36+,94+,44-",False,plasmid_1,94,316008,1.270899,0.016465,13,0.394401,False
plasmid_2,"29+,46-,43+,91+,38+,91+,59+,54-,46+,51-,39+,39+",True,plasmid_2,38,23934,0.607275,0.763851,104,0.346662,False
plasmid_3,"16+,60+,65+",True,plasmid_3,16,39324,0.803338,0.882794,73,0.346201,False
plasmid_4,"46+,2-,96+,72+,76-,21+,92+,41-,78+,34+,24+",False,plasmid_4,24,384083,0.94652,0.090452,136,0.371081,True
plasmid_5,"84+,84+,79+,103+,87-,22+,76+,72-,95-,32-,95+",True,plasmid_5,22,24310,0.483026,0.57536,61,0.311888,False
plasmid_6,28+,True,plasmid_6,28,9208,0.573448,0.625652,13,0.318636,False
plasmid_7,"83+,73+,85+,70+,62-,8+,49-,26+,49-,15-,49+,23-,49-,20-",False,plasmid_7,26,281726,0.909984,0.043769,20,0.362927,False
plasmid_8,44+,True,plasmid_8,44,1795,8.641165,0.872981,2,0.513649,False
plasmid_9,"46-,19+,98+,36+",False,plasmid_9,36,37613,0.968465,0.131417,17,0.380161,False
plasmid_10,"7+,61-,36+",False,plasmid_10,36,159676,1.126448,0.029478,26,0.38312,False
plasmid_11,"61-,36+",True,plasmid_11,36,3889,3.740338,0.897146,9,0.496786,False
plasmid_12,"98+,36+",False,plasmid_12,36,3359,0.380601,0.924085,4,0.493004,False
plasmid_13,98+,False,plasmid_13,98,80,0.53889,0.925,1,0.475,False
plasmid_14,46+,False,plasmid_14,46,1681,1.796057,0.785247,5,0.393813,False
plasmid_15,"76+,72-",False,plasmid_15,76,704,1.175923,0.660511,16,0.370739,False
plasmid_16,"77-,6-,77+,72-",False,plasmid_16,77,175034,0.923987,0.003879,15,0.37535,False
plasmid_17,77+,False,plasmid_17,77,330,1.115292,0.742424,14,0.372727,False
