,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"16-,75+,57+,95+,65+,25+,73-",False,plasmid_0,95,108941,1.276089,0.04776,13,0.397702,False
plasmid_1,"3-,97-,57+,95+,65+",False,plasmid_1,95,177468,1.005836,0.026732,7,0.378981,False
plasmid_2,"6-,75+,57+,95+,65+",False,plasmid_2,95,126097,1.070105,0.050334,28,0.385996,False
plasmid_3,54+,True,plasmid_3,54,4783,0.450753,0.775246,16,0.306293,False
plasmid_4,"86-,92-,79-,93-,32+,59-,45+",True,plasmid_4,32,38191,0.899884,0.858789,63,0.345396,False
plasmid_5,"73-,44+,67+,49+,67-,40-",False,plasmid_5,49,32025,0.886337,0.256581,77,0.358251,False
plasmid_6,51+,False,plasmid_6,51,5538,0.364064,0.687793,4,0.296136,False
plasmid_7,"33+,59-,58+",True,plasmid_7,33,28998,1.050655,0.858128,59,0.357128,False
plasmid_8,"83-,84-,90+,94+,98+,62+,69-,35+",True,plasmid_8,35,25279,0.517771,0.625499,58,0.333874,False
plasmid_9,"83-,84-,90+,94+,36+",True,plasmid_9,36,20373,0.765916,0.721396,35,0.333922,False
plasmid_10,"31+,74-,96-,71+",True,plasmid_10,31,29391,1.034813,0.830935,161,0.364397,False
plasmid_11,61+,True,plasmid_11,61,2460,0.861346,0.75935,19,0.39878,True
plasmid_12,52+,True,plasmid_12,52,5143,11.494408,0.700953,8,0.367684,True
plasmid_13,"13+,72+,38+,72+,19+",False,plasmid_13,38,154014,1.042373,0.067013,19,0.378407,False
plasmid_14,64+,True,plasmid_14,64,2005,0.92006,0.670324,20,0.368579,False
plasmid_15,65+,True,plasmid_15,65,1795,5.841995,0.872981,2,0.513649,False
plasmid_16,"67+,26+,97-,57+",False,plasmid_16,57,37617,0.893287,0.131403,17,0.380174,False
plasmid_17,"75+,57+",True,plasmid_17,57,3889,3.191291,0.897146,9,0.4973,False
plasmid_18,"97-,57+",False,plasmid_18,57,3359,0.304636,0.924085,4,0.493599,False
plasmid_19,"53+,72+,55+",False,plasmid_19,72,9851,0.694539,0.098366,4,0.351436,False
plasmid_20,"67+,21-,88-",False,plasmid_20,67,55252,1.092901,0.023891,5,0.371299,False
plasmid_21,67+,True,plasmid_21,67,1685,1.099763,0.783383,5,0.392878,False
