,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"61+,52+,49+,52+,61+,4+,38-,18-,59+,24-,63+,62+,8+,50+,12+",False,plasmid_0,59,369953,1.224907,0.018592,15,0.379862,False
plasmid_1,"55+,2+,60-,18-,59+,24-,63+,5+,14+",False,plasmid_1,59,736399,1.121988,0.007408,11,0.378887,False
plasmid_2,"16-,53+,9-,64-,17+,23+,36+,20+,25+,37+,44+,21-,42+,19-,41+,47+,26+,56+,34+,32+",False,plasmid_2,42,113507,0.628844,0.259438,78,0.328438,False
plasmid_3,"28+,54+,13-,23+,35+,20+,29+,37+,45+,21-,43+,19-,40-",True,plasmid_3,43,43456,0.750014,0.542227,67,0.355095,False
plasmid_4,"10-,31-,6-,65-,15-,24+,66-,18+,38+,7-",False,plasmid_4,18,422445,1.125398,0.015027,29,0.380525,False
plasmid_5,"63-,24+,66-,18+,60+,1-",False,plasmid_5,18,954813,0.931814,0.006679,17,0.372359,False
plasmid_6,"18+,38+",True,plasmid_6,18,3893,5.6003,0.896224,9,0.496789,False
plasmid_7,"18+,60+",True,plasmid_7,18,3363,0.576285,0.922985,4,0.493012,False
plasmid_8,24+,True,plasmid_8,24,1849,7.528588,0.847485,2,0.504056,False
plasmid_9,60+,False,plasmid_9,60,80,0.73896,0.925,1,0.475,False
plasmid_10,19+,False,plasmid_10,19,3148,1.23646,0.873888,9,0.390089,False
plasmid_11,23+,False,plasmid_11,23,1882,0.890824,0.599362,1,0.363974,False
