,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"2-,68-,39-,72-,66-,73+,40+,63+,36-,13+,42-",False,plasmid_0,63,525901,1.005695,0.00348,6,0.375217,False
plasmid_1,"60-,69-,27+,44-,39-,71-,66-,74+,40+,63+,36-",False,plasmid_1,63,18557,1.918383,0.12335,12,0.430458,False
plasmid_2,"43+,14+,34+,62+,43+,20-,50-,49+,64+,51+,38-,32-,54-,49+,65+,31-,65-",True,plasmid_2,51,100495,0.680721,0.825902,309,0.346953,False
plasmid_3,30+,True,plasmid_3,30,8206,0.541439,0.771387,38,0.306727,False
plasmid_4,"77+,75-,58+,77+,76+,53+,59-,23+,50-,49+",False,plasmid_4,23,17608,0.340783,0.505679,26,0.295604,False
plasmid_5,"41-,24-,41+,12+,41-,26+,41-,22+",False,plasmid_5,26,118006,0.880998,0.103885,19,0.36627,False
plasmid_6,36+,True,plasmid_6,36,1795,6.233786,0.872981,2,0.513649,False
plasmid_7,"66+,71+,39+,44+,7-",False,plasmid_7,44,158132,1.08866,0.011339,25,0.382181,False
plasmid_8,"40-,74-,66+,72+,39+,68+,15+,38+,1-,54-,49+",False,plasmid_8,68,549464,0.967676,0.004315,19,0.374467,False
plasmid_9,"40-,74-,66+,72+,39+,68+",False,plasmid_9,68,3359,3.065985,0.056564,3,0.493599,False
plasmid_10,38+,False,plasmid_10,38,1681,1.382811,0.785247,5,0.393813,False
plasmid_11,50+,False,plasmid_11,50,331,0.844622,0.833837,15,0.374622,False
