,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"35+,11+,30-,48+,26+,52-,12-,31+,40-,49-,37+,43+,24-,31+,33-,27+,27+",False,plasmid_0,48,88790,1.023315,0.195867,114,0.377036,False
plasmid_1,"16+,32+,18+,32-,10+,32+,20-,32+,3-,53-,30-,48+,26+,36-,4-,25-,15-",False,plasmid_1,48,895264,1.034947,0.037296,79,0.377298,False
plasmid_2,"34+,31+,2-,43-,37-,49+,6-,29-,8-",False,plasmid_2,34,812167,0.963482,0.02213,77,0.372145,False
plasmid_3,"38+,9+",True,plasmid_3,9,68770,1.283306,0.840715,148,0.340017,True
plasmid_4,"50+,23+,50-,37+,42-,14+,38-",True,plasmid_4,14,31556,1.078845,0.858854,103,0.362182,False
plasmid_5,"41+,41+,39+,44+,17+,42+,37-",True,plasmid_5,17,17821,0.425209,0.490938,17,0.29656,False
plasmid_6,30+,True,plasmid_6,30,1749,3.329277,0.895941,2,0.516867,False
plasmid_7,"26+,36-,7+",False,plasmid_7,26,159672,1.052002,0.029479,25,0.383148,False
plasmid_8,"26+,52-,1-,25-,19+",False,plasmid_8,26,628474,0.995365,0.005365,6,0.370122,False
plasmid_9,"26+,36-",True,plasmid_9,26,3889,0.842412,0.897146,9,0.4973,False
plasmid_10,"41-,28+,31+,22+",False,plasmid_10,31,11449,0.579357,0.115294,5,0.315399,False
