,chain,putative,name,seed,length,mean_read_depth,gene_density,num_cds,gc_content,circular
plasmid_0,"57-,20-,46-,43+,45-,47-,35+,60+,22+,49-,34-,40-,55-,75+,60-,36+,38-,66-,50+,67-",True,plasmid_0,35,128975,1.216358,0.336996,72,0.354836,False
plasmid_1,"78-,15-,47+,21+,58+,23-,47-,70-,63+,60+,75-,39+,40-,72-,51+,33+,59-,68+",False,plasmid_1,39,177989,1.081523,0.095731,48,0.366034,False
plasmid_2,"31+,38-,65-,50+,68-",True,plasmid_2,31,14169,1.439516,0.66709,28,0.36234,False
plasmid_3,"77-,2-,47-,41+,48-,1+,51-,30+,49+,3-,48+,4-,44-,13-,44-,5-,46-,24-,78+,42+,82-",False,plasmid_3,49,1453967,0.975216,0.008818,21,0.3718,False
plasmid_4,49+,False,plasmid_4,49,1301,0.802799,0.91545,2,0.431975,False
plasmid_5,"59+,18+,44-,53+,46+,54-,47-,26+,47+,17-,57-",False,plasmid_5,46,156296,1.04081,0.11825,43,0.373778,False
plasmid_6,"47+,6+,52+,29+,52-,25-,52-,73-,46+,28+,48-,8+,69+",False,plasmid_6,46,357401,1.027017,0.017921,8,0.373992,False
plasmid_7,"61-,12-,48-,32+,48+,83+,46+,56-,46+,64+,48+,14-,71+",False,plasmid_7,46,188183,1.102761,0.03123,6,0.38572,False
plasmid_8,46+,False,plasmid_8,46,1338,2.111635,0.881166,1,0.347534,False
plasmid_9,47+,False,plasmid_9,47,1324,1.723027,0.885952,1,0.397281,False
plasmid_10,"72-,51+",False,plasmid_10,51,1248,0.997449,0.885417,2,0.379808,False
plasmid_11,"48+,74-",False,plasmid_11,48,1432,1.334841,0.819134,5,0.353352,False
